,이전VDS,이후VDS,holiday,교통량,평균속도
221,88.33,77.35,0,0,0.0
500,90.6,77.68,0,0,0.0
779,88.06,75.96,0,0,0.0
1058,88.0,76.84,0,0,0.0
1337,91.43,74.2,0,0,0.0
1616,86.96,76.75,0,0,0.0
1895,90.8,74.86,0,0,0.0
2174,88.56,69.19,0,0,0.0
2453,84.99,72.49,0,0,0.0
2732,85.54,68.56,0,0,0.0
3011,90.06,71.09,0,0,0.0
3290,86.91,72.6,0,0,0.0
3569,85.67,73.84,0,0,0.0
3848,86.01,69.0,0,0,0.0
4127,85.41,69.42,0,67,74.83
4406,86.22,70.41,0,88,76.09
4685,87.82,73.48,0,105,79.23
4964,87.83,70.08,0,110,75.61
5243,87.9,70.15,0,0,0.0
5522,89.54,72.52,0,0,0.0
5801,87.16,72.2,0,0,0.0
6080,88.98,78.91,0,0,0.0
6359,91.38,82.2,0,0,0.0
6638,101.59,82.04,0,0,0.0
6917,99.55,82.8,0,0,0.0
7196,100.24,83.31,0,0,0.0
7475,98.86,83.67,0,0,0.0
7754,101.08,84.55,0,0,0.0
8033,101.04,83.74,0,0,0.0
8312,101.68,84.14,0,0,0.0
8591,101.78,84.64,0,0,0.0
8870,102.38,84.22,0,0,0.0
9149,102.37,85.05,0,0,0.0
9428,103.8,86.06,0,0,0.0
9707,103.4,85.17,0,0,0.0
9986,100.28,84.72,0,0,0.0
10265,102.28,87.18,0,0,0.0
10544,103.62,88.82,0,0,0.0
10823,100.49,86.93,0,0,0.0
11102,98.46,85.11,0,0,0.0
11381,100.16,86.23,0,0,0.0
11660,98.65,86.7,0,0,0.0
11939,101.22,85.74,0,0,0.0
12218,98.51,85.24,0,0,0.0
12497,98.75,85.6,0,0,0.0
12776,98.12,85.49,0,0,0.0
13055,97.1,84.53,0,0,0.0
13334,98.02,82.88,0,0,0.0
13613,98.82,83.67,0,0,0.0
13892,99.67,81.77,0,0,0.0
14171,98.97,82.09,0,0,0.0
14450,97.84,80.51,0,0,0.0
14729,98.11,81.39,0,0,0.0
15008,95.64,80.18,0,0,0.0
15287,97.85,81.72,0,0,0.0
15566,98.77,82.2,0,0,0.0
15845,99.86,80.96,0,0,0.0
16124,97.31,79.2,0,0,0.0
16403,99.79,82.17,0,0,0.0
16682,96.93,81.75,0,0,0.0
16961,97.49,81.91,0,0,0.0
17240,97.39,81.15,0,0,0.0
17519,97.62,82.44,0,0,0.0
17798,98.26,83.96,0,0,0.0
18077,98.93,82.37,0,0,0.0
18356,98.68,81.17,0,0,0.0
18635,98.56,83.08,0,0,0.0
18914,97.51,83.04,0,0,0.0
19193,100.21,82.44,0,0,0.0
