,이전VDS,이후VDS,holiday,교통량,평균속도
95,103.72,86.61,0,191,94.52
374,100.59,88.15,0,164,96.06
653,100.24,88.41,0,144,96.69
932,99.85,87.42,0,123,96.58
1211,99.36,88.41,0,98,96.22
1490,96.82,85.66,0,95,95.55
1769,89.75,84.57,0,77,87.29
2048,91.84,85.86,0,69,94.77
2327,89.6,85.04,0,62,90.16
2606,88.67,80.81,0,53,86.83
2885,90.52,83.43,0,77,88.14
3164,83.54,84.39,0,78,89.67
3443,91.14,84.43,0,77,89.87
3722,82.64,84.56,0,87,82.85
4001,89.26,84.93,0,83,90.04
4280,86.09,84.99,0,84,87.53
4559,87.48,82.87,0,90,89.99
4838,85.76,84.38,0,133,87.56
5117,88.4,85.16,0,140,90.92
5396,88.22,85.91,0,175,88.93
5675,91.34,86.1,0,203,89.29
5954,96.44,89.21,0,236,95.63
6233,94.13,89.3,0,275,96.67
6512,96.94,89.38,0,333,96.55
6791,99.65,90.52,0,420,98.97
7070,99.27,90.02,0,495,99.59
7349,101.21,90.66,0,613,100.09
7628,102.69,91.32,0,687,99.73
7907,102.93,89.3,0,789,99.11
8186,101.66,89.78,0,974,97.82
8465,100.12,86.93,0,1031,97.03
8744,101.48,87.69,0,1028,97.8
9023,101.32,85.13,0,1100,96.65
9302,102.68,87.66,0,994,97.72
9581,101.96,87.74,0,996,98.64
9860,98.85,86.47,0,909,96.57
10139,96.39,85.85,0,893,95.3
10418,96.86,83.15,0,958,92.84
10697,98.75,84.02,0,916,95.27
10976,98.46,81.6,0,989,93.98
11255,97.59,80.81,0,1014,93.42
11534,97.42,82.42,0,993,93.23
11813,96.48,81.79,0,1021,92.85
12092,97.12,83.75,0,1012,93.1
12371,97.68,84.32,0,927,92.69
12650,94.54,82.0,0,966,92.08
12929,96.93,82.67,0,941,93.58
13208,97.42,83.57,0,894,94.04
13487,98.58,86.31,0,802,95.29
13766,98.31,88.85,0,826,94.38
14045,98.11,89.61,0,837,95.48
14324,98.61,89.12,0,783,96.07
14603,100.15,89.0,0,906,95.95
14882,97.35,88.51,0,898,94.65
15161,97.16,88.54,0,932,93.79
15440,97.04,89.34,0,869,95.56
15719,96.2,89.05,0,888,94.56
15998,97.85,89.06,0,891,94.59
16277,97.04,88.68,0,929,95.22
16556,96.98,89.09,0,862,95.35
16835,96.11,88.13,0,890,93.97
17114,97.1,88.24,0,916,94.25
17393,98.47,89.21,0,893,95.94
17672,98.6,88.26,0,897,95.4
17951,97.03,88.84,0,942,95.26
18230,99.15,88.76,0,965,96.44
18509,98.07,90.28,0,954,96.3
18788,99.09,90.19,0,980,97.92
19067,100.19,89.59,0,992,96.89
19346,101.78,89.68,0,1090,97.33
19625,101.05,89.67,0,1012,97.26
19904,100.45,89.99,0,1008,97.27
20183,100.95,90.68,0,964,98.38
20462,100.61,90.51,0,1076,96.62
20741,100.52,90.13,0,1029,97.17
21020,100.9,91.5,0,900,97.97
21299,100.26,91.68,0,824,99.17
21578,99.89,90.73,0,764,97.32
21857,99.39,89.81,0,688,96.37
22136,99.01,88.82,0,583,96.05
22415,99.41,87.9,0,608,95.49
22694,99.93,88.56,0,583,96.41
22973,100.49,90.38,0,552,97.61
23252,103.27,91.37,0,473,99.72
23531,98.72,90.25,0,439,97.31
23810,101.94,92.43,0,472,98.04
24089,99.37,89.49,0,415,97.66
24368,99.89,91.24,0,407,97.8
24647,98.41,89.48,0,426,94.22
24926,100.64,89.74,0,370,96.36
25205,100.63,90.63,0,300,96.95
25484,101.34,91.57,0,311,97.86
25763,104.15,90.73,0,216,96.68
26042,98.46,90.59,0,198,95.92
26321,100.1,92.96,0,207,98.76
26600,101.25,91.75,0,154,100.95
26879,102.21,89.16,0,152,98.92
27158,95.65,89.45,0,154,94.57
27437,106.4,89.12,0,139,98.57
27716,98.55,91.19,0,108,96.3
27995,95.93,91.04,0,101,97.67
28274,91.25,86.15,0,115,91.73
28553,100.19,88.43,0,89,96.61
28832,90.83,84.55,0,75,88.46
29111,80.41,85.85,0,77,88.43
29390,93.84,89.52,0,67,93.22
29669,94.67,86.23,0,86,93.98
29948,81.95,81.07,0,86,86.36
30227,89.33,83.51,0,75,89.69
30506,86.1,82.25,0,83,85.08
30785,89.75,86.03,0,98,86.08
31064,86.47,84.81,0,99,86.91
31343,85.52,85.94,0,126,89.15
31622,91.93,90.09,0,137,90.86
31901,92.0,85.88,0,175,89.54
32180,89.54,84.4,0,189,87.48
32459,94.41,88.46,0,229,90.99
32738,89.53,88.93,0,234,91.26
33017,93.93,91.53,0,269,96.11
33296,100.09,94.7,0,354,99.37
33575,97.12,93.32,0,434,98.94
33854,100.49,95.1,0,445,100.26
34133,98.94,93.85,0,585,99.94
34412,100.66,93.98,0,685,99.23
34691,97.93,93.33,0,760,98.47
34970,100.77,92.8,0,959,98.06
35249,99.71,92.0,0,978,97.45
35528,103.27,92.73,0,967,99.1
35807,101.3,91.43,0,1054,97.66
36086,101.02,92.04,0,1011,97.85
36365,101.75,92.46,0,955,98.61
36644,99.21,90.11,0,904,95.97
36923,98.79,90.45,0,885,96.03
37202,97.47,90.12,0,937,95.07
37481,97.31,88.38,0,925,94.09
37760,96.71,88.31,0,968,93.42
38039,96.48,87.84,0,1033,92.42
38318,96.28,87.07,0,1017,92.09
38597,94.94,87.85,0,1044,91.65
38876,96.19,86.63,0,1071,90.95
39155,95.1,87.34,0,1002,90.85
39434,95.72,88.11,0,1047,93.18
39713,97.27,88.83,0,954,94.5
39992,97.84,88.66,0,931,94.55
40271,97.41,89.08,0,888,94.85
40550,96.89,88.61,0,1009,92.77
40829,99.03,89.25,0,929,95.09
41108,98.71,88.89,0,908,94.9
41387,97.0,88.05,0,960,93.68
41666,97.75,88.94,0,975,94.93
41945,97.02,88.51,0,1053,93.34
42224,97.81,88.85,0,988,94.38
42503,99.59,88.32,0,1082,93.87
42782,98.37,89.87,0,1073,94.75
43061,98.68,88.25,0,1089,95.1
43340,98.71,88.5,0,1113,93.26
43619,98.63,89.41,0,986,95.86
43898,98.76,88.62,0,1079,93.97
44177,98.43,86.73,0,1205,92.25
44456,98.42,88.3,0,1082,93.44
44735,98.68,89.82,0,1062,95.45
45014,99.28,88.72,0,1182,95.54
45293,98.28,89.75,0,419,94.65
45572,97.61,87.97,0,1189,93.63
45851,99.95,88.72,0,1225,94.98
46130,100.36,89.26,0,1208,96.55
46409,100.97,89.9,0,1261,95.75
46688,102.77,90.38,0,1219,98.96
46967,101.52,90.41,0,1209,97.01
47246,104.22,90.71,0,1229,98.68
47525,103.1,90.04,0,1181,97.92
47804,102.67,89.7,0,1204,96.5
48083,102.23,90.08,0,1075,97.1
48362,100.59,90.01,0,946,96.77
48641,99.79,88.34,0,845,97.57
48920,101.69,88.74,0,801,97.24
49199,101.57,88.54,0,746,96.41
49478,103.38,90.61,0,756,98.17
49757,103.74,91.09,0,724,98.77
50036,105.37,90.62,0,670,98.21
50315,102.73,89.42,0,594,98.52
50594,104.24,90.11,0,606,99.64
50873,104.14,91.34,0,506,99.58
51152,105.29,94.04,0,446,101.74
51431,105.75,92.88,0,369,101.38
51710,100.09,92.06,0,396,99.85
51989,102.5,91.78,0,322,101.41
52268,103.43,94.09,0,286,101.2
52547,102.95,91.65,0,232,100.68
52826,104.91,92.43,0,242,101.82
53105,98.1,92.21,0,169,98.25
53384,101.03,92.92,0,173,99.92
53663,105.21,92.52,1,161,101.46
53942,102.27,93.04,1,158,102.8
54221,102.31,92.04,1,142,97.84
54500,92.99,89.98,1,113,97.17
54779,104.5,92.48,1,131,100.86
55058,102.2,91.88,1,103,101.2
55337,99.97,89.96,1,92,100.39
55616,99.66,89.33,1,87,97.53
55895,94.39,89.94,1,81,93.62
56174,95.72,93.46,1,79,96.83
56453,96.23,87.19,1,66,91.86
56732,95.16,89.32,1,65,94.73
57011,95.74,87.59,1,80,96.88
57290,90.25,88.89,1,81,92.12
57569,96.83,87.48,1,59,90.56
57848,91.03,89.63,1,80,95.22
58127,91.81,89.39,1,105,93.51
58406,91.57,87.83,1,137,93.78
58685,93.19,88.04,1,130,98.22
58964,92.73,89.37,1,143,94.32
59243,98.55,92.42,1,165,98.88
59522,97.54,93.12,1,250,100.29
59801,100.09,93.91,1,247,101.83
60080,104.83,94.74,1,296,105.14
60359,102.8,93.42,1,369,105.15
60638,104.78,93.24,1,431,104.69
60917,103.28,91.94,1,504,102.84
61196,102.01,91.87,1,533,100.15
61475,99.91,93.53,1,619,100.7
61754,105.84,90.42,1,655,100.3
62033,104.09,89.48,1,582,101.11
62312,103.29,89.85,1,549,101.11
62591,103.76,90.69,1,614,102.13
62870,103.22,87.65,1,773,98.65
63149,104.61,89.51,1,812,100.59
63428,106.1,91.43,1,849,99.92
63707,103.83,91.57,1,858,100.0
63986,104.5,89.55,1,967,98.09
64265,103.31,89.3,1,1003,96.95
64544,101.9,89.18,1,1015,95.99
64823,103.81,88.87,1,1057,95.77
65102,102.27,84.54,1,1075,95.77
65381,106.05,83.66,1,1169,96.19
65660,103.72,84.09,1,1131,95.57
65939,101.99,83.68,1,1128,94.75
66218,104.12,86.82,1,1138,95.26
66497,104.08,87.49,1,1110,96.16
66776,104.09,88.52,1,1055,98.02
67055,106.88,89.03,1,1055,98.64
67334,106.89,90.77,1,947,101.23
67613,107.11,89.43,1,934,100.38
67892,105.72,90.67,1,851,100.45
68171,107.41,90.71,1,851,102.51
68450,106.12,91.07,1,952,99.54
68729,109.28,91.73,1,955,100.5
69008,107.27,92.44,1,927,102.4
69287,104.95,90.99,1,917,101.55
69566,104.12,90.37,1,965,100.37
69845,104.21,91.36,1,957,101.73
70124,105.52,89.67,1,1014,99.7
70403,106.69,91.2,1,1025,100.13
70682,106.41,90.75,1,1094,99.68
70961,105.83,90.35,1,1066,99.39
71240,104.13,65.46,1,1005,99.47
71519,106.19,59.69,1,979,101.72
71798,108.05,93.09,1,967,102.06
72077,106.64,93.77,1,955,102.35
72356,107.77,92.97,1,1041,102.81
72635,105.38,93.52,1,982,101.05
72914,107.88,92.33,1,1016,101.82
73193,106.2,92.81,1,1039,101.5
73472,108.13,95.18,1,951,104.55
73751,109.35,94.35,1,894,104.5
74030,106.96,93.58,1,903,104.14
74309,109.55,94.22,1,879,105.61
74588,107.84,94.81,1,812,105.31
74867,108.75,94.68,1,723,104.81
75146,107.07,92.23,1,741,102.28
75425,104.71,90.52,1,726,101.1
75704,106.18,92.04,1,681,102.55
75983,103.91,91.46,1,640,100.88
76262,103.78,92.01,1,690,101.19
76541,104.47,92.14,1,627,102.38
76820,105.12,92.77,1,576,102.23
77099,106.03,91.02,1,537,101.69
77378,105.33,88.23,1,570,102.11
77657,101.99,88.15,1,575,100.46
77936,104.31,91.25,1,560,102.12
78215,106.09,89.84,1,446,105.05
78494,104.85,90.58,1,451,103.63
78773,108.08,93.01,1,417,105.57
79052,107.95,92.52,1,349,107.15
79331,106.56,94.51,1,289,106.54
79610,106.91,92.81,1,279,108.1
79889,105.59,90.7,1,241,103.57
80168,104.8,91.9,1,194,107.33
80447,109.49,93.74,1,154,105.86
80726,103.84,93.0,1,136,106.35
81005,107.22,93.23,1,121,103.44
81284,104.55,93.72,1,126,107.37
81563,101.56,93.93,1,115,99.69
81842,110.31,93.73,1,85,104.94
82121,103.98,92.79,1,82,102.95
82400,107.45,93.15,1,76,104.73
82679,112.38,94.6,1,76,106.44
82958,109.13,97.75,1,61,109.15
83237,95.14,92.22,1,68,99.09
83516,99.5,89.17,1,68,99.62
83795,96.66,91.61,1,59,98.93
84074,111.37,94.08,1,60,106.04
84353,107.15,95.95,1,60,101.81
84632,102.58,88.97,1,50,100.73
84911,95.33,95.39,1,51,102.51
85190,103.7,92.55,1,65,103.36
85469,100.33,92.28,1,55,102.89
85748,92.77,92.24,1,78,96.79
86027,98.88,92.54,1,117,101.27
86306,103.71,94.38,1,138,106.78
86585,115.31,94.62,1,164,109.38
86864,105.97,95.91,1,181,107.1
87143,108.64,95.41,1,245,109.1
87422,105.07,94.97,1,248,106.46
87701,110.96,95.01,1,307,108.66
87980,106.7,92.27,1,301,104.57
88259,114.37,95.29,1,327,108.35
