,이전VDS,이후VDS,holiday,교통량,평균속도
18,95.23,90.77,0,86,103.08
297,97.39,93.84,0,76,101.27
576,94.67,89.46,0,66,95.96
855,94.82,95.02,0,72,101.89
1134,98.61,92.94,0,66,97.73
1413,97.27,91.99,0,62,98.72
1692,95.03,83.37,0,50,92.7
1971,93.33,86.39,0,50,93.43
2250,103.69,95.35,0,38,103.03
2529,92.04,94.7,0,44,92.54
2808,92.59,86.07,0,38,94.66
3087,92.86,88.87,0,60,93.42
3366,87.59,79.1,0,50,87.87
3645,94.69,87.71,0,52,94.23
3924,94.94,90.85,0,41,95.64
4203,85.94,79.1,0,69,84.36
4482,91.57,84.45,0,66,91.88
4761,90.5,91.45,0,66,95.1
5040,87.36,85.28,0,76,90.39
5319,95.11,87.43,0,125,99.17
5598,96.39,89.27,0,162,96.88
5877,100.86,91.75,0,189,101.19
6156,99.96,91.3,0,281,101.22
6435,101.53,92.24,0,283,102.09
6714,102.25,90.9,0,387,102.54
6993,105.01,93.81,0,467,105.8
7272,97.09,88.54,0,541,100.29
7551,102.89,89.94,0,571,100.48
7830,100.6,94.08,0,610,101.81
8109,100.36,91.77,0,706,99.57
8388,102.02,91.33,0,700,100.93
8667,100.89,92.4,0,697,101.02
8946,101.33,92.54,0,651,101.68
9225,100.68,93.74,0,682,101.0
9504,98.31,92.55,0,637,100.04
9783,98.12,89.3,0,667,96.13
10062,95.51,85.87,0,635,97.24
10341,95.29,89.22,0,716,97.15
10620,93.88,87.52,0,681,95.28
10899,93.11,86.8,0,853,93.68
11178,94.01,85.01,0,832,92.94
11457,95.84,88.61,0,816,94.46
11736,93.09,86.49,0,866,93.96
12015,93.18,84.78,0,867,93.95
12294,96.09,85.55,0,797,95.05
12573,93.54,84.28,0,789,94.52
12852,94.29,84.77,0,858,92.77
13131,93.83,83.85,0,823,94.68
13410,95.72,87.49,0,774,94.97
13689,95.35,87.45,0,725,96.4
13968,96.19,86.26,0,816,95.56
14247,98.22,88.86,0,716,97.66
14526,98.44,92.63,0,734,103.13
14805,100.28,93.05,0,764,106.05
15084,98.25,91.9,0,802,103.78
15363,98.81,89.69,0,776,96.56
15642,98.72,92.91,0,640,96.88
15921,97.8,91.36,0,693,95.28
16200,98.37,92.11,0,600,95.77
16479,99.02,90.42,0,296,111.53
