,이전VDS,이후VDS,holiday,교통량,평균속도
246,95.78,91.41,0,0,0.0
525,96.74,91.31,0,0,0.0
804,94.48,89.7,0,0,0.0
1083,93.38,89.32,0,0,0.0
1362,95.04,90.79,0,0,0.0
1641,94.93,90.96,0,0,0.0
1920,93.85,88.91,0,0,0.0
2199,94.42,88.61,0,0,0.0
2478,91.88,86.94,0,0,0.0
2757,90.7,86.64,0,0,0.0
3036,89.22,86.13,0,0,0.0
3315,92.47,88.06,0,0,0.0
3594,91.83,85.25,0,0,0.0
3873,91.55,87.27,0,0,0.0
4152,90.68,85.45,0,0,0.0
4431,89.64,84.25,0,0,0.0
4710,90.25,85.51,0,0,0.0
4989,89.8,84.27,0,0,0.0
5268,90.13,84.21,0,0,0.0
5547,90.79,84.45,0,0,0.0
5826,91.56,86.32,0,0,0.0
6105,94.29,88.13,0,0,0.0
6384,94.88,89.64,0,0,0.0
6663,95.11,89.37,0,0,0.0
6942,95.52,90.3,0,463,91.12
7221,97.11,90.5,0,152,82.76
7500,97.09,91.06,0,0,0.0
7779,96.81,91.49,0,0,0.0
8058,97.95,92.11,0,0,0.0
8337,96.32,91.42,0,0,0.0
8616,96.51,90.97,0,0,0.0
8895,96.7,91.73,0,0,0.0
9174,95.8,92.52,0,0,0.0
9453,96.85,92.13,0,0,0.0
9732,97.14,91.13,0,0,0.0
10011,99.62,91.41,0,0,0.0
10290,97.14,90.96,0,0,0.0
10569,95.65,90.42,0,0,0.0
10848,86.89,88.42,0,0,0.0
11127,95.49,88.76,0,0,0.0
11406,94.83,88.37,0,0,0.0
11685,95.06,87.7,0,0,0.0
11964,93.41,87.72,0,0,0.0
12243,94.38,87.87,0,0,0.0
12522,94.49,88.1,0,0,0.0
12801,95.29,87.96,0,0,0.0
13080,96.33,89.1,0,0,0.0
13359,94.85,88.71,0,0,0.0
13638,93.6,87.46,0,0,0.0
13917,93.3,86.1,0,0,0.0
14196,92.87,87.26,0,0,0.0
14475,94.82,87.7,0,0,0.0
14754,94.1,88.54,0,0,0.0
15033,92.5,86.3,0,0,0.0
15312,93.51,87.37,0,0,0.0
15591,93.09,85.8,0,0,0.0
15870,93.47,86.86,0,0,0.0
16149,92.2,86.44,0,0,0.0
16428,91.18,85.65,0,0,0.0
16707,91.45,83.14,0,0,0.0
16986,93.07,56.23,0,0,0.0
17265,91.71,49.34,0,0,0.0
17544,91.79,62.55,0,0,0.0
17823,91.83,79.89,0,0,0.0
18102,91.23,74.05,0,0,0.0
18381,93.3,86.62,0,0,0.0
18660,88.97,85.37,0,0,0.0
18939,90.71,79.7,0,0,0.0
19218,94.74,85.94,0,0,0.0
19497,95.86,89.19,0,0,0.0
19776,97.12,87.2,0,0,0.0
20055,96.83,89.26,0,0,0.0
20334,96.41,89.59,0,0,0.0
20613,95.69,89.56,0,0,0.0
20892,96.38,89.01,0,0,0.0
21171,96.24,87.61,0,0,0.0
21450,96.56,90.46,0,678,90.73
21729,96.48,89.55,0,21,93.35
22008,94.42,89.11,0,0,0.0
22287,95.6,88.1,0,0,0.0
22566,94.31,88.75,0,0,0.0
22845,95.36,89.08,0,0,0.0
23124,93.85,89.3,0,0,0.0
23403,95.28,90.39,0,0,0.0
23682,93.73,89.92,0,0,0.0
23961,93.52,89.66,0,0,0.0
24240,94.54,89.24,0,0,0.0
24519,93.89,89.92,0,0,0.0
24798,97.21,91.2,0,0,0.0
25077,95.89,89.82,0,0,0.0
25356,96.87,92.76,0,0,0.0
25635,95.29,90.89,0,0,0.0
25914,97.29,92.75,0,0,0.0
26193,96.55,92.04,0,0,0.0
26472,96.56,90.0,0,0,0.0
26751,96.8,92.43,0,0,0.0
27030,95.3,90.58,0,0,0.0
27309,96.59,91.36,0,0,0.0
27588,96.42,92.2,0,0,0.0
27867,95.51,90.35,0,0,0.0
28146,96.85,89.68,0,0,0.0
28425,96.33,90.68,0,0,0.0
28704,94.15,89.14,0,0,0.0
28983,95.19,89.22,0,0,0.0
29262,93.43,86.98,0,0,0.0
29541,95.48,89.53,0,0,0.0
29820,95.46,90.12,0,0,0.0
30099,96.85,89.8,0,0,0.0
30378,93.24,88.05,0,0,0.0
30657,91.43,85.06,0,0,0.0
30936,92.86,88.21,0,0,0.0
31215,91.31,87.06,0,0,0.0
31494,90.67,84.92,0,0,0.0
31773,90.81,84.72,0,0,0.0
32052,91.06,84.58,0,0,0.0
32331,91.25,86.53,0,0,0.0
32610,92.11,86.75,0,0,0.0
32889,92.77,88.59,0,0,0.0
33168,95.06,88.64,0,0,0.0
33447,95.53,87.28,0,116,92.23
33726,96.71,90.44,0,272,85.73
34005,96.34,90.54,0,0,0.0
34284,96.8,91.37,0,0,0.0
34563,97.49,92.04,0,0,0.0
34842,97.14,91.2,0,0,0.0
35121,98.15,91.92,0,0,0.0
35400,95.92,91.48,0,0,0.0
35679,95.94,92.08,0,0,0.0
35958,96.74,93.3,0,0,0.0
36237,97.81,92.46,0,0,0.0
36516,97.9,91.96,0,0,0.0
36795,97.43,90.91,0,0,0.0
37074,98.62,91.91,0,0,0.0
37353,95.72,90.39,0,0,0.0
37632,96.24,89.78,0,0,0.0
37911,96.06,90.75,0,0,0.0
38190,96.21,90.19,0,0,0.0
38469,94.74,90.02,0,0,0.0
38748,95.5,89.68,0,0,0.0
39027,95.28,89.34,0,0,0.0
39306,93.76,88.69,0,0,0.0
39585,94.32,87.88,0,0,0.0
39864,94.48,87.55,0,0,0.0
40143,92.88,87.59,0,0,0.0
40422,93.84,88.02,0,0,0.0
40701,91.99,87.77,0,0,0.0
40980,92.65,87.33,0,0,0.0
41259,91.32,85.82,0,0,0.0
41538,94.72,89.34,0,0,0.0
41817,94.01,87.29,0,0,0.0
42096,92.14,87.44,0,0,0.0
42375,92.14,86.09,0,0,0.0
42654,82.9,80.01,0,0,0.0
42933,88.45,80.16,0,0,0.0
43212,92.05,84.38,0,0,0.0
43491,92.82,84.08,0,0,0.0
43770,90.96,84.4,0,0,0.0
44049,89.47,83.94,0,0,0.0
44328,86.41,78.78,0,0,0.0
44607,86.9,80.78,0,0,0.0
44886,91.08,81.65,0,0,0.0
45165,86.35,81.62,0,0,0.0
45444,87.05,81.94,0,0,0.0
45723,85.62,83.5,0,0,0.0
46002,85.0,82.1,0,0,0.0
46281,86.24,81.65,0,0,0.0
46560,87.49,83.8,0,0,0.0
46839,91.1,84.47,0,0,0.0
47118,91.44,84.28,0,0,0.0
47397,91.83,83.18,0,3,84.66
47676,91.12,84.24,0,0,0.0
47955,93.1,85.23,0,270,89.74
48234,90.05,84.48,0,1422,85.41
48513,87.43,83.32,0,189,85.52
48792,91.01,85.96,0,0,0.0
49071,89.19,78.83,0,0,0.0
49350,90.3,85.35,0,0,0.0
49629,88.58,83.83,0,0,0.0
49908,90.35,85.82,0,0,0.0
50187,88.34,84.21,0,0,0.0
50466,89.67,81.74,0,0,0.0
50745,90.91,84.84,0,0,0.0
51024,90.98,86.45,0,0,0.0
51303,92.08,89.0,0,0,0.0
51582,93.25,87.03,0,0,0.0
51861,93.95,87.85,0,0,0.0
52140,95.93,89.34,0,0,0.0
52419,96.73,92.26,0,0,0.0
52698,97.44,91.94,0,0,0.0
52977,96.65,92.36,0,0,0.0
53256,99.48,92.37,0,0,0.0
53535,100.07,95.06,0,0,0.0
53814,100.63,96.87,1,0,0.0
54093,99.15,94.27,1,0,0.0
54372,100.08,95.3,1,0,0.0
54651,99.67,94.24,1,0,0.0
54930,98.58,93.6,1,0,0.0
55209,98.68,93.62,1,0,0.0
55488,99.63,92.05,1,0,0.0
55767,100.76,94.79,1,0,0.0
56046,100.31,93.61,1,0,0.0
56325,97.9,93.18,1,0,0.0
56604,96.53,91.34,1,0,0.0
56883,98.3,92.66,1,0,0.0
57162,97.22,90.39,1,0,0.0
57441,99.33,92.04,1,0,0.0
57720,97.41,89.9,1,0,0.0
57999,96.83,90.01,1,0,0.0
58278,98.0,90.59,1,0,0.0
58557,94.65,90.17,1,0,0.0
58836,96.89,90.38,1,0,0.0
59115,95.01,90.16,1,0,0.0
59394,95.86,89.8,1,0,0.0
59673,95.94,91.49,1,0,0.0
59952,96.8,92.42,1,0,0.0
60231,98.44,92.55,1,0,0.0
60510,99.86,91.69,1,194,95.19
60789,100.36,92.34,1,112,84.58
61068,102.08,94.02,1,0,0.0
61347,100.77,92.78,1,0,0.0
61626,95.3,89.86,1,0,0.0
61905,95.3,89.86,1,0,0.0
62184,95.3,89.86,1,2,80.0
62463,95.3,89.86,1,0,0.0
62742,95.3,89.86,1,0,0.0
63021,95.3,89.86,1,0,0.0
63300,95.3,89.86,1,0,0.0
63579,95.3,89.86,1,0,0.0
63858,95.3,89.86,1,0,0.0
64137,95.3,89.86,1,0,0.0
64416,95.3,89.86,1,0,0.0
64695,95.3,89.86,1,0,0.0
64974,95.3,89.86,1,0,0.0
65253,95.3,89.86,1,0,0.0
65532,95.3,89.86,1,0,0.0
65811,95.3,89.86,1,0,0.0
66090,95.3,89.86,1,0,0.0
66369,95.3,89.86,1,0,0.0
66648,95.3,89.86,1,0,0.0
66927,95.3,89.86,1,0,0.0
67206,95.3,89.86,1,0,0.0
67485,95.3,89.86,1,0,0.0
67764,95.3,89.86,1,0,0.0
68043,95.3,89.86,1,0,0.0
68322,95.3,89.86,1,0,0.0
68601,95.3,89.86,1,0,0.0
68880,95.3,89.86,1,0,0.0
69159,95.3,89.86,1,0,0.0
69438,95.3,89.86,1,0,0.0
69717,95.3,89.86,1,0,0.0
69996,95.3,89.86,1,0,0.0
70275,95.3,89.86,1,0,0.0
70554,95.3,89.86,1,0,0.0
70833,95.3,89.86,1,0,0.0
71112,95.3,89.86,1,0,0.0
71391,95.3,89.86,1,0,0.0
71670,95.3,89.86,1,0,0.0
71949,95.3,89.86,1,0,0.0
72228,95.3,89.86,1,0,0.0
72507,95.3,89.86,1,0,0.0
72786,95.3,89.86,1,0,0.0
73065,95.3,89.86,1,0,0.0
73344,95.3,89.86,1,0,0.0
73623,95.3,89.86,1,0,0.0
73902,95.3,89.86,1,0,0.0
74181,95.3,89.86,1,1,104.0
74460,95.3,89.86,1,222,0.0
74739,95.3,89.86,1,1215,0.0
75018,95.3,89.86,1,657,0.0
75297,95.3,89.86,1,0,0.0
75576,95.3,89.86,1,0,0.0
75855,95.3,89.86,1,0,0.0
76134,95.3,89.86,1,0,0.0
76413,95.3,89.86,1,0,0.0
76692,95.3,89.86,1,0,0.0
76971,95.3,89.86,1,0,0.0
77250,96.69,88.8,1,0,0.0
77529,96.99,89.87,1,0,0.0
77808,95.91,89.11,1,0,0.0
78087,96.53,89.31,1,0,0.0
78366,96.18,88.8,1,0,0.0
78645,96.47,89.22,1,0,0.0
78924,98.15,91.15,1,0,0.0
79203,98.29,90.62,1,0,0.0
79482,98.81,93.12,1,0,0.0
79761,100.16,94.18,1,0,0.0
80040,102.01,95.22,1,0,0.0
80319,101.45,95.19,1,0,0.0
80598,102.96,95.11,1,0,0.0
80877,103.3,96.54,1,0,0.0
81156,103.04,96.19,1,0,0.0
81435,104.43,95.87,1,0,0.0
81714,105.73,98.82,1,0,0.0
81993,103.78,96.2,1,0,0.0
82272,102.38,96.16,1,0,0.0
82551,102.53,95.23,1,0,0.0
82830,103.99,97.81,1,0,0.0
83109,103.23,96.64,1,0,0.0
83388,102.17,95.06,1,0,0.0
83667,103.21,94.63,1,0,0.0
83946,102.93,97.14,1,0,0.0
84225,102.16,93.14,1,0,0.0
84504,103.7,94.87,1,0,0.0
84783,101.47,95.56,1,0,0.0
85062,103.16,94.99,1,0,0.0
85341,102.9,97.95,1,0,0.0
85620,99.83,93.86,1,0,0.0
85899,102.43,95.57,1,0,0.0
86178,103.86,97.33,1,0,0.0
86457,106.71,98.19,1,0,0.0
86736,104.32,97.78,1,0,0.0
87015,105.78,97.52,1,2,100.0
87294,106.39,97.9,1,169,99.46
87573,104.35,96.85,1,6,79.0
87852,105.82,96.84,1,0,0.0
88131,105.78,95.69,1,0,0.0
88410,95.3,89.86,1,0,0.0
88689,95.3,89.86,1,0,0.0
88968,95.3,89.86,1,0,0.0
89247,95.3,89.86,1,0,0.0
89526,95.3,89.86,1,0,0.0
89805,95.3,89.86,1,0,0.0
90084,95.3,89.86,1,0,0.0
90363,95.3,89.86,1,0,0.0
90642,95.3,89.86,1,0,0.0
90921,95.3,89.86,1,0,0.0
91200,95.3,89.86,1,0,0.0
91479,95.3,89.86,1,0,0.0
91758,95.3,89.86,1,0,0.0
92037,95.3,89.86,1,0,0.0
92316,95.3,89.86,1,0,0.0
92595,95.3,89.86,1,0,0.0
92874,95.3,89.86,1,0,0.0
93153,95.3,89.86,1,0,0.0
93432,95.3,89.86,1,0,0.0
93711,95.3,89.86,1,0,0.0
93990,95.3,89.86,1,0,0.0
94269,95.3,89.86,1,0,0.0
94548,95.3,89.86,1,0,0.0
94827,95.3,89.86,1,0,0.0
95106,95.3,89.86,1,0,0.0
95385,95.3,89.86,1,0,0.0
95664,95.3,89.86,1,0,0.0
95943,95.3,89.86,1,0,0.0
96222,95.3,89.86,1,0,0.0
96501,95.3,89.86,1,0,0.0
96780,95.3,89.86,1,0,0.0
97059,95.3,89.86,1,0,0.0
97338,95.3,89.86,1,0,0.0
97617,95.3,89.86,1,0,0.0
97896,95.3,89.86,1,0,0.0
98175,95.3,89.86,1,0,0.0
98454,95.3,89.86,1,0,0.0
98733,95.3,89.86,1,0,0.0
99012,95.3,89.86,1,0,0.0
99291,95.3,134.66,1,0,0.0
99570,95.3,89.86,1,0,0.0
99849,134.21,89.86,1,0,0.0
100128,95.3,89.86,1,0,0.0
100407,95.3,89.86,1,0,0.0
100686,95.3,89.86,1,0,0.0
100965,95.3,118.57,1,0,0.0
101244,95.3,109.0,1,0,0.0
101523,95.3,119.72,1,79,133.99
101802,95.3,128.75,1,1125,0.0
102081,95.3,128.82,1,0,0.0
102360,95.3,89.86,1,0,0.0
102639,95.3,89.86,1,0,0.0
102918,95.3,89.86,1,0,0.0
103197,95.3,89.86,1,0,0.0
103476,95.3,89.86,1,0,0.0
103755,95.3,89.86,1,0,0.0
104034,81.04,78.2,1,0,0.0
104313,83.91,77.81,1,0,0.0
104592,82.58,76.53,1,0,0.0
104871,83.1,73.61,1,0,0.0
105150,82.81,77.65,1,0,0.0
105429,82.53,75.96,1,0,0.0
105708,85.11,76.45,1,0,0.0
105987,86.34,80.97,1,0,0.0
106266,84.74,79.04,1,0,0.0
106545,87.62,79.02,1,0,0.0
106824,87.64,81.9,1,0,0.0
107103,94.91,86.54,1,0,0.0
107382,96.01,89.82,1,0,0.0
107661,97.92,91.59,1,0,0.0
107940,99.11,92.89,1,0,0.0
108219,101.4,95.05,1,0,0.0
108498,101.64,96.41,1,0,0.0
108777,99.46,93.81,1,0,0.0
109056,101.25,94.57,1,0,0.0
109335,100.43,94.38,1,0,0.0
109614,102.72,94.61,1,0,0.0
109893,99.15,94.69,1,0,0.0
110172,99.7,93.15,1,0,0.0
