,이전VDS,이후VDS,holiday,교통량,평균속도
274,102.55,104.91,0,538,113.08
553,105.62,103.85,0,605,112.96
832,105.68,105.07,0,529,114.76
1111,101.91,104.3,0,480,111.69
1390,104.07,105.13,0,426,114.22
1669,104.31,104.13,0,390,115.3
1948,104.06,103.87,0,405,111.53
2227,102.41,102.82,0,338,111.51
2506,97.52,100.77,0,311,110.17
2785,98.51,101.07,0,272,111.01
3064,96.63,101.12,0,249,111.69
3343,97.78,101.85,0,244,108.35
3622,97.78,100.56,0,221,105.05
3901,96.37,100.65,0,266,107.23
4180,96.82,100.81,0,208,105.82
4459,94.58,101.33,0,235,106.02
4738,94.69,99.43,0,198,103.67
5017,95.63,99.96,0,219,106.18
5296,97.75,100.63,0,283,107.09
5575,94.13,101.74,0,309,104.05
5854,94.3,100.93,0,395,104.38
6133,96.39,101.33,0,490,106.37
6412,95.99,106.09,0,578,107.61
6691,96.19,103.21,0,914,107.38
6970,94.33,94.59,0,1341,99.7
7249,91.55,93.29,0,1708,95.49
7528,92.8,88.0,0,2020,89.54
7807,91.83,87.43,0,2028,89.87
8086,139.16,115.295,0,1749,116.22
8365,139.16,109.87,0,1354,116.22
8644,139.16,113.91,0,1364,109.15
8923,139.16,117.14,0,1307,104.44
9202,139.16,119.85,0,1247,122.85
9481,139.16,113.85,0,1173,124.54
9760,139.16,126.16,0,1235,116.22
10039,139.16,115.295,0,1274,116.22
10318,139.16,127.74,0,1359,116.22
10597,139.16,118.93,0,1129,112.83
10876,139.16,124.45,0,1154,116.22
11155,139.16,124.13,0,1118,116.22
11434,139.16,133.01,0,1137,116.22
11713,139.16,130.62,0,1154,116.22
11992,139.16,114.72,0,1134,116.22
12271,139.16,112.57,0,1037,115.45
12550,139.16,114.97,0,1063,110.93
12829,139.16,113.87,0,926,109.7
13108,139.16,115.22,0,942,108.74
13387,139.16,119.47,0,880,116.22
13666,139.16,115.295,0,972,116.22
13945,139.16,115.295,0,988,116.22
14224,139.16,115.295,0,994,116.22
14503,139.16,115.295,0,1006,116.22
14782,139.16,115.295,0,1126,116.22
15061,139.16,115.295,0,1411,116.22
15340,139.16,122.44,0,1254,132.77
15619,139.16,114.35,0,1056,107.96
15898,139.16,117.41,0,1103,111.02
16177,139.16,115.45,0,958,106.48
16456,139.16,118.05,0,1098,110.34
16735,139.16,118.69,0,1046,109.67
17014,139.16,116.42,0,1019,110.74
17293,139.16,118.89,0,1060,112.77
17572,139.6,118.34,0,933,116.22
17851,139.16,115.295,0,998,116.22
18130,139.16,115.295,0,1139,116.22
18409,139.16,115.295,0,1170,116.22
18688,139.16,115.295,0,1213,116.22
18967,139.16,117.52,0,1198,116.22
19246,127.78,117.32,0,1209,116.22
19525,124.92,113.29,0,1168,109.37
19804,124.39,104.01,0,1010,96.83
20083,123.97,111.33,0,950,98.26
20362,135.88,102.17,0,970,98.49
20641,136.33,119.84,0,1076,116.22
20920,137.49,136.58,0,1116,116.22
21199,117.14,111.3,0,1095,116.22
21478,109.83,109.66,0,812,103.6
21757,123.06,120.94,0,1030,109.64
22036,111.36,137.87,0,1090,112.98
22315,100.26,115.295,0,999,116.22
22594,139.16,115.295,0,1004,116.22
22873,139.16,115.295,0,1012,116.22
23152,139.16,115.295,0,1037,116.22
23431,139.16,115.295,0,1122,116.22
23710,93.46,96.23,0,1283,98.89
23989,97.54,98.52,0,1237,102.33
24268,92.0,96.62,0,1319,99.57
24547,95.55,98.1,0,1159,102.17
24826,94.49,99.77,0,981,104.47
25105,93.8,99.46,0,805,106.08
25384,98.51,102.02,0,719,107.18
25663,99.39,101.61,0,787,107.2
25942,102.09,102.62,0,789,108.94
26221,102.94,102.45,0,834,108.65
26500,103.76,101.8,0,795,108.97
26779,104.29,103.33,0,673,112.47
27058,102.27,103.57,0,664,112.02
27337,103.95,103.65,0,609,113.76
27616,101.19,104.75,0,551,114.37
27895,103.35,104.46,0,529,113.47
28174,104.16,104.67,0,406,115.16
28453,101.08,104.47,0,411,112.23
28732,100.29,103.73,0,415,113.99
29011,100.65,103.58,0,320,113.43
29290,100.03,103.03,0,330,112.3
29569,101.57,102.15,0,302,110.5
29848,101.78,103.27,0,285,110.57
30127,101.59,102.62,0,255,109.2
30406,95.89,100.81,0,220,109.59
30685,100.57,100.77,0,226,105.02
30964,96.93,100.84,0,243,107.78
31243,95.1,99.85,0,242,105.04
31522,93.78,101.18,0,287,107.31
31801,95.37,100.36,0,273,104.32
32080,97.0,103.35,0,280,107.71
32359,94.77,101.1,0,289,105.99
32638,96.86,101.57,0,428,106.21
32917,95.34,102.22,0,490,107.39
33196,95.27,105.34,0,589,108.34
33475,95.97,98.31,0,936,106.06
33754,96.04,96.42,0,1257,102.32
34033,93.92,94.72,0,1572,98.82
34312,93.48,90.47,0,1903,93.09
34591,93.07,87.86,0,1944,91.44
34870,139.16,115.295,0,1789,116.22
35149,139.16,109.2,0,1463,116.22
35428,139.16,108.5,0,1332,106.95
35707,139.16,116.4,0,1281,118.37
35986,139.16,116.81,0,1080,116.22
36265,139.16,137.39,0,1101,116.22
36544,139.16,115.295,0,1163,116.22
36823,139.16,115.9,0,1117,116.22
37102,139.16,118.21,0,1132,116.22
37381,139.16,110.0,0,1039,108.44
37660,139.16,122.0,0,959,116.22
37939,139.16,115.295,0,1001,116.22
38218,139.16,115.295,0,1112,116.22
38497,139.16,138.16,0,1131,116.22
38776,139.16,118.63,0,1027,116.22
39055,139.16,125.11,0,1108,116.22
39334,139.16,119.96,0,1020,139.6
39613,139.16,121.12,0,1018,116.22
39892,139.16,122.39,0,941,116.22
40171,139.16,115.295,0,828,116.22
40450,139.16,115.295,0,924,116.22
40729,139.16,115.295,0,1043,116.22
41008,139.16,115.295,0,1043,116.22
41287,139.16,115.295,0,1118,116.22
41566,139.16,115.295,0,1242,116.22
41845,139.16,121.04,0,1070,112.65
42124,139.16,116.42,0,902,97.52
42403,139.16,117.12,0,872,105.31
42682,139.16,121.78,0,1053,117.25
42961,139.16,125.03,0,950,116.22
43240,139.16,122.13,0,1049,125.82
43519,139.16,119.98,0,1046,113.1
43798,139.16,124.17,0,1047,113.34
44077,139.16,115.79,0,1079,112.07
44356,139.16,120.6,0,1071,114.96
44635,139.16,120.67,0,951,116.85
44914,139.16,116.25,0,1025,124.64
45193,139.16,112.16,0,1042,134.28
45472,138.77,108.8,0,812,102.13
45751,135.96,119.64,0,1045,130.48
46030,118.37,112.97,0,932,116.22
46309,116.2,115.295,0,815,116.22
46588,123.96,115.295,0,831,116.22
46867,125.35,115.295,0,916,116.22
47146,109.32,115.295,0,1113,116.22
47425,106.24,115.295,0,1279,116.22
47704,110.2,104.16,0,1018,113.09
47983,121.27,105.66,0,723,101.24
48262,116.31,107.94,0,894,93.47
48541,124.11,113.33,0,1008,105.07
48820,119.55,125.31,0,978,107.16
49099,139.16,119.22,0,1056,107.37
49378,139.16,124.89,0,1110,110.93
49657,139.16,121.91,0,1009,108.06
49936,122.81,123.28,0,910,104.61
50215,125.32,136.78,0,976,116.22
50494,63.56,95.41,0,1082,100.6
50773,85.52,95.79,0,1313,97.64
51052,85.67,93.82,0,1477,95.1
51331,83.37,93.32,0,1385,96.19
51610,80.99,95.25,0,1371,97.06
51889,84.13,95.7,0,1359,98.34
52168,85.68,97.74,0,1232,100.42
52447,92.49,89.13,0,1179,95.77
52726,99.15,60.1,0,980,98.52
53005,96.6,70.24,0,865,105.79
53284,96.93,90.48,0,842,106.84
53563,103.89,96.49,0,733,108.3
53842,96.97,97.37,1,678,107.65
54121,101.76,100.34,1,603,109.34
54400,102.74,101.01,1,587,109.47
54679,103.48,101.81,1,549,110.52
54958,106.23,103.53,1,547,114.1
55237,103.62,102.48,1,443,112.52
55516,105.37,104.05,1,457,112.51
55795,103.18,103.97,1,408,112.86
56074,103.06,103.63,1,383,111.39
56353,104.38,103.31,1,351,114.08
56632,105.38,102.06,1,347,113.86
56911,101.85,102.75,1,280,111.07
57190,81.33,101.7,1,275,106.43
57469,77.44,100.92,1,280,107.51
57748,88.64,100.55,1,278,106.8
58027,91.82,100.81,1,261,105.98
58306,89.95,98.25,1,277,95.8
58585,84.53,65.74,1,241,85.51
58864,64.26,53.66,1,241,83.92
59143,62.34,55.31,1,295,86.3
59422,67.01,53.13,1,309,92.35
59701,64.32,53.3,1,321,82.07
59980,57.87,50.44,1,359,72.81
60259,72.85,57.39,1,496,73.12
60538,82.6,65.57,1,635,77.06
60817,85.34,67.5,1,657,79.26
61096,77.65,68.54,1,654,71.81
61375,68.03,62.88,1,594,75.92
61654,139.16,112.43,1,666,116.22
61933,139.16,106.9,1,784,116.22
62212,139.16,108.46,1,903,116.22
62491,139.16,107.1,1,829,116.22
62770,139.16,130.16,1,893,116.22
63049,139.16,115.295,1,1021,116.22
63328,139.16,139.65,1,1085,116.22
63607,139.16,115.295,1,1056,116.22
63886,139.16,115.295,1,1244,116.22
64165,139.16,115.295,1,1228,116.22
64444,139.16,115.295,1,1261,116.22
64723,139.16,115.295,1,1281,116.22
65002,139.16,115.295,1,1003,116.22
65281,139.16,115.295,1,946,116.22
65560,139.16,115.295,1,1203,116.22
65839,139.16,115.295,1,1409,116.22
66118,139.16,137.86,1,1367,116.22
66397,139.16,138.35,1,1232,116.22
66676,139.16,113.36,1,1035,116.22
66955,139.16,121.2,1,991,116.22
67234,139.16,115.295,1,912,116.22
67513,139.16,115.295,1,973,116.22
67792,139.16,115.295,1,1066,116.22
68071,139.16,115.295,1,1202,116.22
68350,139.16,115.295,1,1127,116.22
68629,139.16,115.295,1,908,116.22
68908,139.16,132.85,1,865,116.22
69187,139.16,115.295,1,856,116.22
69466,139.16,115.295,1,1057,116.22
69745,139.16,115.295,1,1256,116.22
70024,139.16,115.295,1,1094,116.22
70303,139.16,115.295,1,861,116.22
70582,139.16,115.295,1,853,116.22
70861,139.16,115.295,1,1144,116.22
71140,139.16,115.295,1,1380,116.22
71419,139.16,115.295,1,1437,116.22
71698,139.16,115.295,1,1273,116.22
71977,139.16,115.295,1,880,116.22
72256,139.16,115.295,1,919,116.22
72535,139.16,115.295,1,1082,116.22
72814,139.16,115.295,1,1369,116.22
73093,139.16,115.295,1,1517,116.22
73372,139.16,115.295,1,1208,116.22
73651,139.16,115.295,1,1052,116.22
73930,139.16,115.295,1,1023,116.22
74209,139.16,115.295,1,1028,116.22
74488,139.16,115.295,1,1006,116.22
74767,139.16,115.295,1,1067,116.22
75046,139.16,115.295,1,1099,116.22
75325,139.16,115.295,1,1001,116.22
75604,139.16,115.295,1,1139,116.22
75883,139.16,115.295,1,1119,116.22
76162,139.16,115.295,1,1115,116.22
76441,139.16,115.295,1,1091,116.22
76720,139.16,115.295,1,1199,116.22
76999,139.16,115.295,1,1219,116.22
77278,97.04,96.7,1,1149,99.85
77557,94.99,95.77,1,1296,99.61
77836,96.29,96.05,1,1311,99.81
78115,97.31,97.06,1,1223,101.57
78394,97.16,98.74,1,1070,103.41
78673,100.26,99.12,1,989,103.68
78952,100.79,99.1,1,987,104.72
79231,101.53,100.6,1,861,106.53
79510,101.62,100.64,1,865,106.55
79789,103.91,101.39,1,772,108.75
80068,104.02,102.45,1,617,110.42
80347,104.2,102.4,1,651,110.92
80626,103.76,103.08,1,572,112.54
80905,104.65,104.32,1,441,115.07
81184,104.58,104.24,1,422,114.23
81463,107.57,105.04,1,418,114.04
81742,106.83,102.82,1,368,112.14
82021,108.16,103.93,1,347,113.48
82300,108.01,104.9,1,299,113.15
82579,106.66,104.35,1,260,112.82
82858,106.84,103.15,1,233,115.56
83137,107.29,105.08,1,223,116.44
83416,109.97,103.29,1,191,116.78
83695,105.47,105.27,1,171,114.65
83974,106.87,103.46,1,175,113.45
84253,105.72,104.17,1,167,116.86
84532,105.18,102.89,1,149,112.81
84811,105.98,102.58,1,163,112.36
85090,105.68,104.55,1,146,112.87
85369,102.46,103.89,1,170,108.21
85648,98.04,101.87,1,174,107.57
85927,102.11,102.06,1,164,109.93
86206,105.27,101.81,1,211,108.29
86485,100.48,102.28,1,233,108.7
86764,103.34,102.6,1,248,112.37
87043,102.15,104.05,1,303,111.5
87322,103.53,99.57,1,381,110.92
87601,104.85,100.26,1,499,112.79
87880,106.1,100.65,1,486,112.02
88159,105.56,100.29,1,543,112.28
88438,139.16,115.295,1,501,116.22
88717,139.16,115.295,1,629,116.22
