,이전VDS,이후VDS,holiday,교통량,평균속도
253,94.15,100.71,0,114,99.82
525,98.0,103.49,0,143,103.33
797,90.25,104.62,0,116,104.17
1069,91.71,97.63,0,114,99.23
1341,90.72,100.28,0,89,97.68
1613,93.62,99.75,0,107,100.95
1885,91.95,103.3,0,72,108.82
2157,88.53,98.31,0,94,96.73
2429,94.15,100.5,0,59,102.48
2701,94.29,97.78,0,85,100.17
2973,90.61,94.45,0,50,95.68
3245,85.81,93.69,0,56,95.67
3517,93.13,95.99,0,74,96.9
3789,83.97,90.95,0,57,92.26
4061,88.73,89.78,0,80,94.04
4333,82.83,88.93,0,71,91.86
4605,82.0,89.1,0,101,90.39
4877,87.61,92.8,0,95,93.32
5149,85.75,93.13,0,124,92.5
5421,87.66,93.27,0,121,94.42
5693,85.43,96.52,0,149,95.77
5965,88.11,97.57,0,159,97.21
6237,91.85,95.31,0,213,92.4
6509,95.5,95.71,0,247,90.95
6781,93.64,99.73,0,256,94.7
7053,95.22,98.41,0,228,93.41
7325,96.98,99.31,0,329,92.98
7597,99.46,104.89,0,303,99.12
7869,97.03,102.71,0,369,95.12
8141,99.08,102.45,0,357,96.63
8413,98.31,104.51,0,431,97.5
8685,98.27,102.39,0,379,94.71
8957,100.1,104.72,0,403,96.81
9229,97.74,100.71,0,399,93.12
9501,97.3,102.82,0,401,96.65
9773,97.33,102.28,0,414,95.64
10045,94.27,102.36,0,425,92.95
10317,93.82,100.83,0,524,93.55
10589,94.68,101.78,0,475,94.23
10861,92.62,99.62,0,549,92.43
11133,92.89,97.88,0,509,91.31
11405,92.66,100.56,0,502,92.72
11677,93.83,99.01,0,604,91.64
11949,93.85,101.39,0,563,92.01
12221,94.42,100.94,0,534,93.88
12493,93.03,101.9,0,532,94.32
12765,94.79,102.75,0,512,94.68
13037,96.14,102.01,0,497,93.49
13309,93.91,101.53,0,518,94.08
13581,91.34,100.7,0,562,92.83
13853,91.03,97.33,0,612,90.41
14125,93.52,99.9,0,625,91.57
14397,94.95,101.46,0,625,92.61
14669,93.62,99.83,0,671,90.55
14941,93.32,97.77,0,701,89.43
15213,93.97,101.67,0,634,91.8
15485,93.13,99.34,0,660,90.36
15757,93.05,98.22,0,683,92.21
16029,92.55,98.26,0,715,90.15
16301,90.27,98.31,0,684,88.84
16573,91.3,96.38,0,742,88.54
16845,90.96,96.72,0,701,88.92
17117,93.84,98.8,0,739,92.22
17389,95.07,98.72,0,693,91.0
17661,92.43,99.25,0,748,91.5
17933,92.93,98.48,0,728,93.07
18205,93.74,100.27,0,714,92.41
18477,94.75,100.41,0,734,93.41
18749,93.55,98.55,0,813,93.95
19021,96.98,99.21,0,834,94.44
19293,97.57,102.92,0,709,96.77
19565,97.8,102.97,0,712,97.91
19837,99.95,104.47,0,715,96.18
20109,100.74,103.89,0,654,97.66
20381,98.05,103.58,0,663,97.55
20653,98.33,104.52,0,572,94.98
20925,98.86,105.73,0,523,98.93
21197,93.56,102.47,0,531,95.29
21469,92.18,99.82,0,490,94.6
21741,89.77,100.13,0,462,94.46
22013,91.85,98.14,0,463,93.77
22285,91.73,99.63,0,424,94.25
22557,91.94,100.92,0,413,96.75
22829,92.35,100.23,0,392,95.19
23101,93.89,102.75,0,368,98.95
23373,91.87,102.38,0,371,96.81
23645,95.23,103.25,0,295,98.52
23917,93.85,106.24,0,271,99.44
24189,93.2,104.1,0,282,100.43
24461,94.5,104.55,0,271,98.07
24733,95.98,107.5,0,262,101.69
25005,92.63,103.61,0,222,102.8
25277,91.92,102.99,0,215,101.62
25549,91.29,102.08,0,206,100.99
25821,95.86,104.45,0,175,102.22
26093,96.67,105.59,0,164,102.33
26365,95.08,103.9,0,168,100.07
26637,92.62,104.41,0,120,104.2
26909,94.57,106.53,0,138,104.8
27181,90.2,105.25,0,128,102.86
27453,97.05,107.96,0,106,106.15
27725,93.46,104.34,0,102,102.33
27997,90.2,97.12,0,89,99.57
28269,94.71,104.66,0,94,107.72
28541,93.09,100.25,0,75,105.62
28813,89.3,98.84,0,62,102.14
29085,91.03,95.66,0,66,95.33
29357,87.41,93.63,0,66,99.77
29629,93.89,98.12,0,66,101.76
29901,88.05,95.71,0,70,98.5
30173,84.78,96.52,0,71,99.49
30445,95.7,98.39,0,90,103.49
30717,87.4,102.32,0,88,103.36
30989,86.43,91.16,0,102,92.13
31261,78.8,90.93,0,108,90.9
31533,83.67,90.92,0,108,90.66
31805,87.64,92.27,0,132,93.15
32077,87.53,94.33,0,196,93.09
32349,86.26,92.8,0,223,90.91
32621,91.83,97.97,0,230,97.87
32893,94.02,98.11,0,258,94.91
33165,91.1,98.35,0,296,94.68
33437,95.15,99.05,0,296,96.92
33709,94.91,99.99,0,347,95.38
33981,93.5,101.1,0,362,94.56
34253,95.98,99.51,0,369,94.31
34525,98.03,103.18,0,384,95.94
34797,99.47,103.56,0,365,98.55
35069,96.86,102.12,0,394,92.91
35341,98.65,103.1,0,434,96.32
35613,98.23,105.2,0,420,97.1
35885,97.62,102.87,0,439,96.11
36157,96.92,102.33,0,454,96.47
36429,96.78,102.36,0,470,93.28
36701,94.76,100.36,0,545,92.35
36973,97.47,102.05,0,549,94.88
37245,94.4,100.87,0,530,94.73
37517,93.97,102.41,0,564,95.25
37789,94.08,99.7,0,611,92.41
38061,92.7,98.88,0,650,92.67
38333,92.28,100.08,0,581,93.8
38605,94.25,100.33,0,624,93.08
38877,94.01,100.71,0,615,93.4
39149,93.77,101.42,0,592,92.79
39421,93.92,101.29,0,593,91.38
39693,95.23,101.77,0,582,92.87
39965,93.42,100.37,0,591,92.62
40237,95.56,101.82,0,583,95.03
40509,93.33,99.77,0,674,91.91
40781,93.75,98.16,0,695,90.97
41053,94.54,97.97,0,706,91.63
41325,93.44,98.72,0,701,90.27
41597,92.96,97.74,0,740,93.01
41869,94.46,99.94,0,664,93.46
42141,92.78,97.86,0,723,90.13
42413,92.12,96.71,0,750,88.81
42685,90.17,97.6,0,688,90.38
42957,89.5,96.27,0,764,89.67
43229,90.88,97.85,0,739,91.43
43501,92.7,97.43,0,773,92.28
43773,92.44,97.94,0,824,91.73
44045,90.84,96.06,0,813,90.94
44317,92.46,95.6,0,827,91.16
44589,91.47,95.5,0,840,92.56
44861,90.81,97.81,0,845,93.82
45133,91.62,95.28,0,890,94.4
45405,90.07,94.47,0,916,92.75
45677,90.32,96.06,0,852,95.19
45949,92.41,96.22,0,861,93.22
46221,92.1,93.88,0,837,96.2
46493,94.72,100.76,0,814,97.23
46765,93.38,97.2,0,837,94.3
47037,92.42,99.75,0,746,96.17
47309,86.63,96.28,0,736,92.49
47581,84.92,96.07,0,620,93.34
47853,85.21,93.9,0,713,91.88
48125,88.96,96.58,0,647,92.95
48397,90.63,99.63,0,562,94.69
48669,90.57,99.23,0,551,95.39
48941,92.53,101.84,0,520,98.14
49213,93.59,102.39,0,485,100.05
49485,93.89,103.03,0,452,97.99
49757,93.62,104.42,0,442,100.43
50029,95.49,105.27,0,446,96.49
50301,97.67,107.15,0,421,101.12
