,이전VDS,이후VDS,holiday,교통량,평균속도
218,103.26,101.99,0,112,100.58
490,102.68,98.31,0,98,97.6
762,100.92,97.22,0,86,96.85
1034,96.6,94.21,0,86,92.15
1306,94.65,95.54,0,82,94.8
1578,97.85,95.29,0,64,94.24
1850,97.56,93.57,0,83,93.09
2122,93.95,93.52,0,66,90.3
2394,90.73,90.46,0,62,91.14
2666,96.84,91.87,0,67,88.94
2938,89.59,92.2,0,50,90.94
3210,92.6,89.99,0,51,92.24
3482,93.78,89.49,0,62,88.91
3754,88.52,92.09,0,57,90.54
4026,85.21,85.39,0,66,85.76
4298,94.8,92.06,0,72,93.07
4570,85.75,87.28,0,73,86.73
4842,89.68,88.66,0,73,87.63
5114,86.19,86.97,0,89,84.37
5386,85.64,86.37,0,102,89.74
5658,88.46,88.52,0,125,87.12
5930,86.44,87.43,0,157,85.99
6202,89.78,90.56,0,140,91.25
6474,92.86,94.71,0,193,93.65
6746,95.12,98.26,0,179,95.04
7018,97.35,97.83,0,211,95.26
7290,99.51,101.2,0,228,99.28
7562,101.57,101.63,0,258,100.98
7834,98.35,99.48,0,240,97.52
8106,99.31,98.42,0,262,96.96
8378,100.92,98.99,0,273,98.43
8650,103.55,103.13,0,266,101.48
8922,104.79,103.06,0,270,102.56
9194,103.71,105.16,0,280,103.86
9466,102.89,103.27,0,272,102.34
9738,104.83,103.6,0,277,103.23
10010,103.85,104.75,0,271,103.28
10282,107.05,104.89,0,305,102.82
10554,106.04,104.63,0,405,104.27
10826,105.32,102.89,0,399,102.17
11098,107.56,106.41,0,428,105.76
11370,106.05,104.48,0,479,104.02
11642,107.06,104.7,0,483,104.13
11914,105.63,105.41,0,532,104.32
12186,104.22,102.44,0,554,101.31
12458,102.44,102.47,0,571,101.88
12730,106.41,102.88,0,514,102.52
13002,104.82,102.48,0,623,102.0
13274,103.51,103.06,0,553,102.39
13546,105.57,103.76,0,568,103.71
13818,106.79,103.02,0,552,102.8
14090,104.72,102.71,0,615,102.23
14362,104.4,102.48,0,552,102.75
14634,106.57,105.15,0,524,104.62
14906,105.73,104.28,0,529,103.11
15178,105.01,102.5,0,561,101.61
15450,102.09,101.86,0,556,100.76
15722,104.54,102.64,0,658,102.46
15994,104.41,102.05,0,568,101.83
16266,105.56,104.08,0,575,103.21
16538,106.31,105.61,0,541,103.85
16810,107.55,105.91,0,544,105.22
17082,107.09,105.3,0,516,104.8
17354,108.83,106.93,0,500,105.64
17626,108.17,105.66,0,522,104.65
17898,109.69,105.3,0,526,105.41
18170,109.46,107.11,0,563,106.23
18442,110.85,108.34,0,540,106.65
18714,110.18,106.69,0,475,106.35
18986,111.82,108.3,0,457,107.72
19258,108.96,107.95,0,480,106.2
19530,108.73,106.79,0,415,104.76
19802,111.48,109.47,0,421,109.1
20074,112.11,110.48,0,398,109.28
20346,111.05,109.1,0,441,108.2
20618,107.23,106.3,0,371,106.75
20890,110.01,107.43,0,409,105.59
21162,109.9,107.53,0,353,105.93
21434,103.19,102.18,0,293,100.64
21706,107.02,104.87,0,297,102.52
21978,105.42,102.71,0,302,100.86
22250,106.62,103.21,0,249,101.28
22522,100.93,100.96,0,256,98.9
22794,106.61,103.42,0,248,100.33
23066,105.08,103.71,0,239,102.66
23338,103.41,100.7,0,214,98.63
23610,109.41,104.47,0,239,102.65
23882,105.19,102.73,0,233,101.75
24154,106.13,103.28,0,216,100.55
24426,108.18,102.77,0,188,101.44
24698,105.89,102.89,0,167,101.51
24970,103.69,100.58,0,166,99.65
25242,104.26,101.89,0,180,99.99
25514,109.5,105.29,0,187,102.69
25786,105.93,101.94,0,159,98.92
26058,107.03,101.63,0,136,99.73
26330,105.6,103.48,0,116,100.34
26602,100.87,99.93,0,123,97.83
26874,101.65,98.8,0,106,96.72
27146,104.51,101.29,0,138,97.33
27418,100.48,99.87,0,94,96.39
27690,103.76,96.69,0,103,99.06
27962,101.86,97.91,0,107,95.58
28234,94.83,97.25,0,66,94.24
28506,94.34,95.05,0,78,93.42
28778,97.71,96.61,0,89,97.67
29050,98.96,93.67,0,63,90.98
29322,94.13,89.87,0,60,90.58
29594,93.6,93.33,0,57,92.5
29866,92.75,90.03,0,62,90.46
30138,92.37,92.74,0,86,93.2
30410,91.01,89.29,0,59,89.26
30682,90.36,89.07,0,86,89.55
30954,88.25,88.29,0,91,88.59
31226,85.6,86.85,0,106,84.9
31498,88.72,93.64,0,102,91.74
31770,91.87,91.86,0,123,93.52
32042,91.51,93.22,0,151,91.76
32314,90.36,91.34,0,143,89.68
32586,89.86,91.34,0,205,90.49
32858,92.58,94.09,0,201,92.92
33130,94.48,94.7,0,230,95.39
33402,97.89,96.72,0,223,96.87
33674,99.89,99.61,0,268,98.87
33946,98.45,99.87,0,224,97.8
34218,98.81,100.27,0,259,99.61
34490,97.76,99.06,0,225,98.74
34762,102.76,102.13,0,244,101.63
35034,106.07,106.11,0,272,105.9
35306,105.39,106.06,0,254,103.26
35578,105.2,104.26,0,256,102.7
35850,105.85,105.47,0,303,104.76
36122,104.4,105.55,0,332,104.3
36394,105.74,105.93,0,347,105.85
36666,106.4,104.81,0,412,104.11
36938,106.39,105.18,0,424,104.61
37210,105.91,105.32,0,467,105.59
37482,105.62,104.98,0,483,104.29
37754,105.82,104.91,0,541,104.21
38026,105.32,105.03,0,501,105.61
38298,105.66,103.77,0,611,103.07
38570,107.56,106.12,0,544,105.62
38842,105.11,103.56,0,590,102.43
39114,105.82,105.65,0,535,104.82
39386,106.35,103.79,0,571,103.71
39658,102.53,101.42,0,610,100.9
39930,104.16,102.96,0,646,102.29
40202,104.57,101.16,0,640,101.34
40474,104.73,102.62,0,612,102.13
40746,102.72,102.55,0,584,102.02
41018,104.27,102.47,0,620,102.63
41290,106.14,104.91,0,599,105.1
41562,105.3,103.25,0,575,103.27
41834,105.88,104.19,0,645,103.33
42106,105.65,103.26,0,603,103.02
42378,105.58,104.26,0,634,103.7
42650,106.03,104.27,0,632,103.58
42922,104.8,103.57,0,674,102.67
43194,108.57,107.01,0,599,107.38
43466,106.03,103.91,0,680,102.91
43738,107.29,105.56,0,668,104.65
44010,107.93,106.25,0,677,105.03
44282,113.46,103.79,0,232,112.99
44554,110.86,109.91,0,552,110.09
44826,109.64,107.29,0,658,107.22
45098,109.81,107.8,0,651,107.46
45370,110.06,108.52,0,687,108.4
45642,111.44,108.81,0,650,107.91
45914,109.27,109.19,0,707,108.7
46186,110.8,107.96,0,652,107.1
46458,110.22,108.92,0,629,107.0
46730,113.49,109.47,0,630,108.53
47002,111.68,109.79,0,650,107.79
47274,108.79,105.88,0,632,104.31
47546,109.33,106.33,0,528,104.71
47818,108.64,105.98,0,500,105.15
