,이전VDS,이후VDS,holiday,교통량,평균속도
1,102.89,94.34,0,144,98.52
273,107.43,95.37,0,139,99.53
545,111.32,92.51,0,121,103.26
817,105.35,97.05,0,114,95.0
1089,113.64,94.13,0,102,96.26
1361,113.19,93.5,0,105,98.52
1633,110.81,91.59,0,78,97.15
1905,103.96,90.85,0,76,98.34
2177,109.37,91.24,0,72,103.85
2449,111.71,91.83,0,74,103.38
2721,106.33,92.26,0,63,98.75
2993,107.3,90.45,0,61,96.15
3265,110.81,89.66,0,67,103.16
3537,106.45,89.13,0,74,95.5
3809,99.74,88.9,0,69,97.93
4081,108.24,87.76,0,68,98.48
4353,113.36,88.57,0,79,95.36
4625,113.7,89.29,0,96,96.26
4897,108.29,89.26,0,116,99.76
5169,109.91,86.26,0,160,94.53
5441,110.81,87.43,0,188,97.92
5713,107.95,86.7,0,223,92.25
5985,105.37,84.87,0,297,91.2
6257,100.43,82.67,0,333,86.66
6529,94.35,81.91,0,379,84.61
6801,81.87,81.17,0,411,79.11
7073,81.22,75.46,0,617,80.59
7345,96.65,74.79,0,688,84.84
7617,107.245,111.17,0,671,84.4
7889,107.245,105.29,0,730,83.33
8161,107.245,113.28,0,728,80.78
8433,107.245,99.61,0,678,82.84
8705,107.245,109.87,0,684,83.51
8977,107.245,113.85,0,679,82.28
9249,107.245,107.11,0,710,82.09
9521,107.245,102.47,0,609,84.88
9793,107.245,112.36,0,624,84.85
10065,107.245,94.06,0,650,76.47
10337,107.245,92.23,0,632,79.66
10609,107.245,95.87,0,606,89.02
10881,107.245,87.7,0,580,82.17
11153,107.245,98.67,0,663,59.24
11425,107.245,94.81,0,702,38.23
11697,132.29,89.99,0,637,28.3
11969,107.245,90.43,0,664,35.04
12241,134.11,102.85,0,671,37.92
12513,139.59,108.35,0,637,29.43
12785,107.245,117.04,0,664,41.29
13057,107.245,124.57,0,535,61.85
13329,107.245,97.015,0,632,44.84
13601,107.245,134.79,0,640,41.85
13873,107.245,127.98,0,642,32.35
14145,107.245,117.57,0,653,34.19
14417,107.245,114.62,0,477,64.27
14689,107.245,116.47,0,473,93.05
14961,107.245,97.015,0,523,86.36
15233,107.245,109.51,0,629,77.17
15505,107.245,111.29,0,634,78.85
15777,107.245,112.73,0,579,85.33
16049,107.245,104.69,0,471,92.74
16321,107.245,105.38,0,478,90.9
