,이전VDS,이후VDS,holiday,교통량,평균속도
51,0.0,83.5,0,247,96.71
323,0.0,82.92,0,157,94.66
595,0.0,83.32,0,173,96.92
867,0.0,82.57,0,148,94.56
1139,0.0,82.5,0,169,93.68
1411,0.0,81.27,0,134,93.19
1683,0.0,82.33,0,115,94.62
1955,0.0,79.54,0,119,91.01
2227,0.0,79.12,0,114,93.76
2499,0.0,81.51,0,117,93.65
2771,0.0,80.4,0,101,93.39
3043,0.0,78.28,0,105,87.39
3315,0.0,79.19,0,101,89.37
3587,0.0,77.7,0,99,88.31
3859,0.0,78.36,0,95,89.34
4131,0.0,79.18,0,112,93.46
4403,0.0,77.66,0,98,92.37
4675,0.0,81.34,0,99,93.0
4947,0.0,82.31,0,132,92.25
5219,0.0,79.45,0,127,92.42
5491,0.0,84.13,0,121,93.53
5763,0.0,83.47,0,175,96.19
6035,0.0,89.19,0,209,102.15
6307,0.0,91.99,0,270,103.03
6579,0.0,92.54,0,269,101.31
6851,0.0,91.28,0,318,103.24
7123,0.0,90.5,0,367,103.27
7395,0.0,88.45,0,411,101.61
7667,0.0,89.6,0,397,103.13
7939,0.0,89.87,0,562,102.7
8211,0.0,88.86,0,502,101.54
8483,0.0,90.83,0,576,102.71
8755,0.0,90.29,0,531,101.61
9027,0.0,88.7,0,604,102.14
9299,0.0,86.9,0,615,100.94
9571,0.0,89.28,0,630,101.77
9843,0.0,87.85,0,593,102.37
10115,0.0,86.01,0,730,100.99
10387,0.0,85.59,0,761,99.54
10659,0.0,83.91,0,826,98.9
10931,0.0,81.77,0,737,99.53
11203,0.0,83.36,0,816,97.63
11475,0.0,82.46,0,792,97.14
11747,0.0,83.35,0,747,97.72
12019,0.0,79.02,0,951,91.11
12291,0.0,80.13,0,919,90.77
12563,0.0,80.27,0,868,92.1
12835,0.0,79.52,0,954,89.23
13107,0.0,80.85,0,884,93.71
13379,0.0,82.2,0,866,94.12
13651,0.0,82.81,0,847,94.69
13923,0.0,81.54,0,872,93.84
14195,0.0,82.51,0,839,95.99
14467,0.0,79.69,0,910,91.58
14739,0.0,79.47,0,972,92.34
15011,0.0,81.11,0,874,94.29
15283,0.0,78.57,0,896,93.84
15555,0.0,81.83,0,878,93.79
15827,0.0,80.68,0,840,93.63
16099,0.0,81.04,0,840,94.26
16371,0.0,79.1,0,907,91.98
16643,0.0,80.39,0,897,93.4
16915,0.0,80.08,0,823,94.96
17187,0.0,81.76,0,814,95.63
17459,0.0,80.41,0,811,93.39
17731,0.0,80.75,0,809,93.13
18003,0.0,78.44,0,994,89.7
18275,0.0,78.04,0,985,90.77
18547,0.0,81.02,0,829,93.68
18819,0.0,80.99,0,894,94.74
19091,0.0,78.38,0,952,91.48
19363,0.0,81.79,0,870,92.53
19635,0.0,83.74,0,812,95.91
19907,0.0,84.69,0,761,96.66
20179,0.0,85.62,0,734,98.36
20451,0.0,84.39,0,663,97.38
20723,0.0,85.16,0,710,98.17
20995,0.0,88.6,0,548,99.15
21267,0.0,84.66,0,491,96.87
21539,0.0,83.49,0,514,97.46
21811,0.0,82.39,0,595,96.3
22083,0.0,82.79,0,519,94.06
22355,0.0,81.78,0,475,94.03
22627,0.0,82.92,0,446,94.98
22899,0.0,82.17,0,453,95.81
23171,0.0,83.59,0,441,94.59
23443,0.0,84.89,0,412,95.11
23715,0.0,83.33,0,455,95.06
23987,0.0,85.46,0,387,97.25
24259,0.0,85.11,0,404,95.29
24531,0.0,84.59,0,354,96.3
24803,0.0,84.87,0,307,95.87
25075,0.0,88.66,0,300,102.45
25347,0.0,84.61,0,269,96.29
25619,0.0,87.49,0,232,100.4
25891,0.0,90.65,0,262,101.46
26163,0.0,88.64,0,239,101.07
26435,0.0,86.31,0,201,98.78
26707,0.0,84.08,0,176,96.84
26979,0.0,88.91,0,150,100.89
27251,0.0,81.59,0,177,97.3
27523,0.0,82.7,0,131,93.94
27795,0.0,83.17,0,139,94.2
28067,0.0,83.04,0,132,94.71
28339,0.0,84.89,0,133,96.27
28611,0.0,84.95,0,128,96.26
28883,0.0,80.95,0,98,91.86
29155,0.0,83.32,0,80,96.26
29427,0.0,81.24,0,125,93.27
29699,0.0,80.28,0,95,93.02
29971,0.0,82.99,0,104,94.16
30243,0.0,79.9,0,119,90.4
30515,0.0,84.87,0,117,95.47
30787,0.0,80.8,0,119,89.85
31059,0.0,82.02,0,124,95.97
31331,0.0,83.97,0,145,96.07
31603,0.0,83.67,0,140,94.7
31875,0.0,84.09,0,194,98.08
32147,0.0,88.22,0,242,100.49
32419,0.0,92.35,0,292,101.17
32691,0.0,93.03,0,248,102.65
32963,0.0,92.96,0,335,105.81
33235,0.0,90.97,0,399,102.19
33507,0.0,91.58,0,450,101.81
33779,0.0,90.35,0,454,105.55
34051,0.0,91.0,0,497,102.86
34323,0.0,88.08,0,597,101.54
34595,0.0,88.81,0,636,101.63
34867,0.0,88.42,0,613,103.29
35139,0.0,89.36,0,633,102.34
35411,0.0,89.65,0,631,103.09
35683,0.0,89.1,0,610,101.32
35955,0.0,87.26,0,701,102.1
36227,0.0,84.14,0,699,96.82
36499,0.0,85.52,0,674,98.28
36771,0.0,84.1,0,679,96.1
37043,0.0,73.38,0,897,89.01
37315,0.0,80.14,0,923,91.41
37587,0.0,80.68,0,919,92.08
37859,0.0,80.12,0,885,92.01
38131,0.0,80.46,0,945,87.97
38403,0.0,78.0,0,960,89.64
38675,0.0,74.7,0,1048,85.66
38947,0.0,77.04,0,994,88.76
39219,0.0,77.9,0,958,89.45
39491,0.0,80.23,0,1003,90.92
39763,0.0,78.42,0,1049,87.88
40035,0.0,78.66,0,1049,89.87
40307,0.0,77.08,0,1062,88.82
40579,0.0,77.75,0,1056,88.4
40851,0.0,74.41,0,1110,87.74
41123,0.0,76.81,0,1072,84.77
41395,0.0,74.55,0,1057,84.53
41667,0.0,74.1,0,1106,81.68
41939,0.0,76.06,0,1061,87.01
42211,0.0,76.51,0,1069,85.74
42483,0.0,72.24,0,1075,80.93
42755,0.0,71.97,0,1089,79.34
43027,0.0,72.02,0,1070,80.08
43299,0.0,74.19,0,1007,84.14
43571,0.0,76.36,0,1023,86.49
43843,0.0,76.41,0,1004,85.82
44115,0.0,77.27,0,1009,86.85
44387,0.0,75.14,0,1031,83.04
44659,0.0,72.5,0,1070,80.82
44931,0.0,73.56,0,1060,79.38
45203,0.0,69.52,0,1057,74.13
45475,0.0,69.54,0,1079,77.58
45747,0.0,73.28,0,1053,79.24
46019,0.0,68.28,0,1051,75.09
46291,0.0,67.34,0,1090,74.24
46563,0.0,67.76,0,1045,74.63
46835,0.0,69.33,0,1054,77.07
47107,0.0,68.67,0,1031,72.2
47379,0.0,65.74,0,1017,70.58
47651,0.0,62.68,0,1003,66.69
47923,0.0,61.05,0,1034,60.24
48195,0.0,78.79,0,618,87.61
48467,0.0,84.93,0,495,95.31
48739,0.0,87.35,0,492,96.13
49011,0.0,85.6,0,698,79.15
49283,0.0,88.75,0,496,99.51
49555,0.0,84.9,0,504,95.41
49827,0.0,87.38,0,553,96.7
50099,0.0,75.07,0,822,79.93
50371,0.0,70.57,0,1007,69.45
50643,0.0,63.61,0,965,54.48
50915,0.0,61.61,0,951,54.15
51187,0.0,64.2,0,979,67.51
51459,0.0,71.81,0,775,78.4
51731,0.0,88.78,0,513,97.33
52003,0.0,89.32,0,495,98.63
52275,0.0,89.01,1,608,86.77
52547,0.0,90.21,1,380,101.23
52819,0.0,90.18,1,313,102.13
53091,0.0,93.13,1,320,102.49
53363,0.0,92.79,1,313,101.45
53635,0.0,91.21,1,251,101.85
53907,0.0,91.96,1,212,102.64
54179,0.0,90.35,1,225,101.32
54451,0.0,91.17,1,204,102.97
54723,0.0,88.86,1,171,100.79
54995,0.0,90.15,1,158,100.59
55267,0.0,86.65,1,118,97.42
55539,0.0,87.57,1,142,100.61
55811,0.0,88.73,1,147,101.28
56083,0.0,90.59,1,116,102.28
56355,0.0,89.91,1,136,103.78
56627,0.0,85.92,1,141,97.5
56899,0.0,95.27,1,130,106.0
57171,0.0,90.47,1,189,100.34
57443,0.0,88.91,1,199,100.96
57715,0.0,91.92,1,203,102.94
57987,0.0,94.95,1,272,106.13
58259,0.0,94.2,1,332,106.7
58531,0.0,96.13,1,398,106.75
58803,0.0,98.43,1,381,107.96
59075,0.0,96.1,1,547,108.66
59347,0.0,96.26,1,635,109.4
59619,0.0,93.35,1,703,105.54
