,이전VDS,이후VDS,holiday,교통량,평균속도
175,97.42,93.05,0,233,96.35
447,97.02,91.98,0,199,94.89
719,94.99,90.37,0,172,94.34
991,95.87,89.71,0,182,94.05
1263,93.13,90.15,0,165,92.42
1535,93.51,88.39,0,156,92.82
1807,93.16,89.1,0,142,91.53
2079,92.74,89.65,0,150,92.15
2351,92.16,88.62,0,141,91.52
2623,89.66,86.33,0,118,87.97
2895,86.14,84.72,0,125,85.94
3167,82.96,82.1,0,103,82.22
3439,87.9,86.3,0,111,89.85
3711,87.87,85.64,0,152,88.01
3983,86.29,84.88,0,151,86.26
4255,87.32,85.79,0,169,86.94
4527,84.36,83.42,0,171,84.87
4799,84.84,82.72,0,183,83.75
5071,83.19,83.56,0,212,85.8
5343,87.4,83.54,0,212,87.02
5615,86.81,84.76,0,266,86.98
5887,89.09,89.4,0,315,90.56
6159,93.03,91.34,0,338,93.63
6431,95.77,93.57,0,374,95.72
6703,97.16,94.26,0,532,96.36
6975,98.79,96.95,0,590,97.9
7247,97.28,95.21,0,685,96.53
7519,96.17,95.22,0,801,95.93
7791,95.29,94.47,0,912,95.15
8063,98.01,96.45,0,888,97.51
8335,99.79,97.26,0,867,98.53
8607,98.99,96.09,0,892,97.6
8879,98.43,95.02,0,829,96.79
9151,97.71,94.58,0,912,96.45
9423,100.69,96.3,0,876,98.43
9695,97.33,92.76,0,887,95.33
9967,97.23,93.47,0,886,95.57
10239,95.84,90.73,0,955,93.23
10511,96.35,91.02,0,982,93.84
10783,95.04,90.84,0,980,93.12
11055,94.1,90.11,0,919,92.76
11327,95.98,90.73,0,972,93.52
11599,94.34,89.88,0,1032,92.08
11871,95.77,89.95,0,1001,93.03
12143,95.22,89.53,0,1024,92.44
12415,94.18,90.11,0,993,92.0
12687,95.29,91.08,0,942,93.43
12959,96.28,91.26,0,970,93.71
13231,96.09,90.43,0,950,93.77
13503,95.92,91.59,0,929,93.71
13775,97.44,91.29,0,891,94.46
14047,95.7,89.22,0,937,92.56
14319,96.45,90.14,0,918,93.36
14591,95.43,89.45,0,955,92.83
14863,97.16,90.91,0,932,94.17
15135,95.91,89.01,0,1048,92.56
15407,94.54,87.29,0,1020,91.2
15679,95.19,89.35,0,1014,92.19
15951,96.09,88.89,0,1010,92.56
16223,95.96,89.85,0,1004,93.16
16495,95.26,88.4,0,1070,92.08
16767,96.82,88.29,0,1062,92.81
17039,96.07,88.31,0,1087,92.02
17311,95.87,86.66,0,1048,91.3
17583,97.02,87.96,0,1054,92.68
17855,96.35,87.86,0,1107,92.38
18127,97.2,86.34,0,1135,92.02
18399,96.66,86.0,0,1129,91.74
18671,99.54,84.3,0,1068,92.21
18943,97.08,78.42,0,1237,88.83
19215,97.82,71.12,0,1215,85.66
19487,96.98,60.19,0,1243,81.54
19759,96.21,63.64,0,1227,80.95
20031,97.71,62.68,0,1219,81.4
20303,99.27,64.56,0,1111,84.59
20575,100.18,65.5,0,1051,85.18
20847,98.33,81.06,0,1016,90.21
21119,97.57,88.45,0,913,93.44
21391,97.38,87.58,0,788,92.82
21663,95.88,88.2,0,703,92.46
21935,94.71,88.18,0,647,91.74
22207,98.34,89.66,0,585,94.71
22479,98.25,90.01,0,578,94.61
22751,96.91,91.8,0,608,94.92
23023,96.62,87.96,0,563,92.9
23295,95.89,89.2,0,553,93.88
23567,96.54,90.17,0,496,93.78
23839,98.82,92.7,0,459,96.49
24111,98.65,93.67,0,414,97.07
24383,98.38,92.89,0,396,95.9
24655,95.3,89.49,0,355,93.89
24927,97.91,90.24,0,375,95.7
25199,98.5,92.47,0,313,97.14
25471,99.72,94.46,0,314,96.56
25743,98.09,90.78,0,270,95.81
26015,97.13,93.47,0,251,95.99
26287,98.99,92.45,0,225,96.72
26559,96.31,95.36,0,215,95.69
26831,101.04,94.09,0,219,98.81
27103,99.24,93.66,0,189,96.2
27375,96.67,91.54,0,159,94.49
27647,92.9,89.5,0,167,92.41
27919,91.86,89.06,0,189,92.04
28191,93.62,91.29,0,148,92.98
28463,93.78,91.38,0,150,93.98
28735,94.68,92.18,0,147,93.85
29007,91.3,85.26,0,131,88.28
29279,87.49,86.89,0,128,86.64
29551,89.03,88.77,0,141,87.74
29823,85.21,86.61,0,137,86.65
30095,87.74,85.94,0,151,87.47
30367,85.25,84.09,0,164,86.03
30639,84.56,84.74,0,149,85.33
30911,87.78,85.85,0,183,87.14
31183,84.55,84.15,0,203,84.7
31455,88.79,84.99,0,233,87.4
31727,90.22,85.41,0,236,89.18
31999,88.62,88.12,0,315,89.36
32271,93.45,92.03,0,359,92.74
32543,97.31,96.24,0,393,96.86
32815,94.34,92.55,0,537,94.29
33087,96.7,96.27,0,611,97.16
33359,96.82,94.11,0,630,95.81
33631,96.91,94.02,0,772,95.71
33903,99.92,96.44,0,838,98.66
34175,97.0,97.28,0,884,97.4
34447,98.18,96.63,0,862,97.34
34719,98.63,96.11,0,853,97.43
34991,99.73,95.3,0,865,97.56
35263,99.52,95.31,0,883,97.26
35535,99.65,94.05,0,898,97.13
35807,97.73,94.8,0,876,96.19
36079,95.89,92.21,0,915,94.03
36351,96.15,91.05,0,998,93.88
36623,96.84,91.52,0,968,94.28
36895,95.48,90.54,0,1000,93.29
37167,96.3,90.34,0,955,93.26
37439,95.97,89.58,0,1018,92.8
37711,94.98,90.02,0,1072,92.55
37983,96.41,90.23,0,1027,93.46
