,이전VDS,이후VDS,holiday,교통량,평균속도
15,102.59,95.76,0,430,104.56
287,99.3,95.98,0,332,104.5
559,102.41,92.78,0,312,105.63
831,99.39,91.84,0,331,102.99
1103,99.03,87.9,0,263,104.53
1375,99.4,87.78,0,262,105.43
1647,98.78,89.01,0,226,104.65
1919,96.08,93.92,0,259,102.41
2191,94.28,90.39,0,228,102.08
2463,93.23,92.36,0,235,98.88
2735,90.98,83.57,0,177,94.39
3007,95.89,90.46,0,164,101.37
3279,92.65,89.89,0,170,97.82
3551,93.73,81.81,0,147,94.35
3823,94.92,88.46,0,176,100.21
4095,100.41,92.75,0,176,104.85
4367,95.62,85.25,0,202,98.64
4639,98.57,91.78,0,226,102.88
4911,101.88,87.22,0,246,103.67
5183,103.98,91.47,0,319,106.68
5455,103.89,93.01,0,420,107.41
5727,103.64,101.17,0,470,106.86
5999,111.42,103.25,0,610,111.28
6271,110.35,103.72,0,730,109.17
6543,108.01,102.75,0,906,108.8
6815,109.18,103.14,0,1004,107.93
7087,105.26,99.56,0,1135,105.49
7359,103.92,97.93,0,1313,103.74
7631,101.72,95.93,0,1376,101.1
7903,102.02,93.83,0,1441,101.13
8175,102.94,95.45,0,1464,101.18
8447,103.68,94.36,0,1453,100.77
8719,103.02,94.19,0,1407,101.1
8991,102.86,94.47,0,1521,101.2
9263,101.19,93.56,0,1537,99.43
9535,98.78,90.76,0,1603,97.64
9807,100.93,91.46,0,1503,99.9
10079,96.98,90.96,0,1638,96.86
10351,96.07,88.43,0,1734,95.66
10623,95.46,86.58,0,1667,94.91
10895,94.59,52.48,0,1724,92.31
11167,86.83,33.59,0,1563,46.34
11439,78.91,59.62,0,1721,45.42
11711,94.9,79.01,0,1604,93.71
11983,94.64,89.4,0,1567,95.59
12255,94.22,88.81,0,1687,94.64
12527,96.11,89.81,0,1590,96.07
12799,95.92,88.02,0,1552,96.34
13071,95.33,85.22,0,1615,94.03
13343,95.52,86.76,0,1637,94.64
13615,96.14,88.5,0,1635,96.29
13887,94.18,90.67,0,1578,94.75
14159,93.2,89.43,0,1649,95.08
14431,93.88,88.06,0,1645,94.73
14703,96.33,90.28,0,1593,95.92
14975,96.42,91.28,0,1539,95.72
15247,97.02,89.02,0,1592,95.18
15519,95.78,87.34,0,1740,94.27
15791,96.97,88.23,0,1654,96.97
16063,97.73,93.49,0,1471,99.21
16335,98.53,93.62,0,1381,100.87
16607,99.21,92.56,0,1362,98.52
16879,102.03,95.28,0,1455,99.48
17151,99.55,91.58,0,1481,98.2
17423,98.21,89.36,0,1578,96.02
17695,100.11,93.94,0,1458,98.2
17967,100.79,92.69,0,1539,97.92
18239,100.97,92.46,0,1541,97.77
18511,99.76,94.0,0,1547,96.37
18783,102.23,93.65,0,1599,99.18
19055,102.75,97.02,0,1581,100.18
19327,104.24,97.61,0,1484,101.97
19599,104.83,97.4,0,1434,100.8
19871,105.45,97.65,0,1345,101.56
20143,108.6,101.71,0,1275,104.11
20415,109.8,102.58,0,1042,105.17
20687,109.22,102.88,0,1068,103.66
20959,105.43,99.97,0,1115,103.08
21231,103.27,96.0,0,1111,99.49
21503,99.6,96.53,0,955,100.37
21775,97.89,98.75,0,877,100.01
22047,97.13,96.77,0,932,99.58
22319,98.22,95.34,0,944,100.38
22591,97.84,98.63,0,969,98.47
