,VDS_ID,GRS80_X좌표,GRS80_Y좌표,지점이정,VDS존_시작이정,VDS존_종료이정,노선번호,도로명,VDS존_유형구분코드,VDS존_유형구분명,기점종점방향구분코드,VDS존 길이,도로등급구분코드,도로등급구분명,콘존ID,WGS84_X좌표,WGS84_Y좌표
672,0010VDS20780,241857.321,416941.2789,270.00km,270.50km,269.75km,10,경부선,1,FTMS 본선 VDS,S,750.00m,101,고속국도,0010CZS280,127.4663024,36.34962947
673,0010VDS20800,241119.1675,417620.8897,271.00km,271.55km,270.50km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS280,127.4581153,36.3557856
674,0010VDS20900,240460.2676,418502.0875,272.10km,272.44km,271.55km,10,경부선,1,FTMS 본선 VDS,S,890.00m,101,고속국도,0010CZS280,127.4508204,36.36375444
675,0010VDS21000,239553.3361,419223.7535,273.30km,273.80km,272.44km,10,경부선,1,FTMS 본선 VDS,S,1360.00m,101,고속국도,0010CZS290,127.4407521,36.37029545
676,0010VDS21100,238673.0141,419624.4252,274.30km,274.80km,273.80km,10,경부선,1,FTMS 본선 VDS,S,1000.00m,101,고속국도,0010CZS290,127.4309626,36.3739419
677,0010VDS21200,238287.8922,420536.338,275.30km,275.70km,274.80km,10,경부선,1,FTMS 본선 VDS,S,900.00m,101,고속국도,0010CZS290,127.4267159,36.38217502
678,0010VDS21210,237713.3289,423351.8772,278.30km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS300,127.4204492,36.40756995
679,0010VDS21310,237625.9851,423063.8169,278.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS300,127.4194615,36.40497752
680,0010VDS21350,238022.6142,421289.803,276.10km,276.60km,275.70km,10,경부선,1,FTMS 본선 VDS,S,900.00m,101,고속국도,0010CZS290,127.4237963,36.3889754
681,0010VDS21400,237562.1903,422179.0783,277.10km,277.89km,276.60km,10,경부선,1,FTMS 본선 VDS,S,1290.00m,101,고속국도,0010CZS290,127.4187076,36.39700721
682,0010VDS21500,237625.9851,423063.8169,278.00km,278.65km,277.89km,10,경부선,1,FTMS 본선 VDS,S,760.00m,101,고속국도,0010CZS300,127.4194615,36.40497752
683,0010VDS21600,237875.9531,424325.6722,279.30km,280.10km,278.65km,10,경부선,1,FTMS 본선 VDS,S,1450.00m,101,고속국도,0010CZS300,127.4223097,36.41633888
684,0010VDS21610,237646.4027,426986.2178,282.10km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS300,127.4198794,36.44032327
685,0010VDS21620,237646.4027,426986.2178,282.10km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS300,127.4198794,36.44032327
686,0010VDS21700,237422.0083,425805.596,280.90km,281.40km,280.10km,10,경부선,1,FTMS 본선 VDS,S,1300.00m,101,고속국도,0010CZS300,127.4173198,36.42969294
687,0010VDS21800,237632.845,426786.082,281.90km,282.98km,281.40km,10,경부선,1,FTMS 본선 VDS,S,1580.00m,101,고속국도,0010CZS300,127.4197185,36.43852029
688,0010VDS21900,237501.8274,427976.8171,283.10km,283.50km,282.98km,10,경부선,1,FTMS 본선 VDS,S,520.00m,101,고속국도,0010CZS310,127.4183149,36.44925564
689,0010VDS22000,237346.5705,428764.3555,283.90km,284.55km,283.50km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS310,127.416621,36.45635854
690,0010VDS22100,237643.8467,429943.2654,285.20km,285.65km,284.55km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS310,127.4199945,36.46697054
691,0010VDS22200,238354.4472,430494.377,286.10km,286.60km,285.65km,10,경부선,1,FTMS 본선 VDS,S,950.00m,101,고속국도,0010CZS310,127.4279498,36.47190865
692,0010VDS22300,238598.4392,431460.7432,287.10km,287.75km,286.60km,10,경부선,1,FTMS 본선 VDS,S,1150.00m,101,고속국도,0010CZS310,127.4307204,36.48060714
693,0010VDS22400,238521.7369,432762.7622,288.40km,288.75km,287.75km,10,경부선,1,FTMS 본선 VDS,S,1000.00m,101,고속국도,0010CZS310,127.4299293,36.49234317
694,0010VDS22500,238477.6673,433463.7312,289.10km,289.45km,288.75km,10,경부선,1,FTMS 본선 VDS,S,700.00m,101,고속국도,0010CZS310,127.4294723,36.49866161
695,0010VDS22600,238434.1642,434164.7386,289.80km,290.30km,289.45km,10,경부선,1,FTMS 본선 VDS,S,850.00m,101,고속국도,0010CZS310,127.4290216,36.50498036
696,0010VDS22700,238449.1526,435164.479,290.80km,291.25km,290.30km,10,경부선,1,FTMS 본선 VDS,S,950.00m,101,고속국도,0010CZS310,127.4292387,36.51398874
697,0010VDS22710,238526.7096,437273.0318,293.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS310,127.4302097,36.53298641
698,0010VDS22720,238526.7096,437273.0318,293.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS310,127.4302097,36.53298641
699,0010VDS22800,238705.179,436018.467,291.70km,292.35km,291.25km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS310,127.4321396,36.52167396
700,0010VDS22900,238526.7096,437273.0318,293.00km,293.05km,292.35km,10,경부선,1,FTMS 본선 VDS,S,700.00m,101,고속국도,0010CZS310,127.4302097,36.53298641
701,0010VDS23000,238646.9255,438370.1223,294.10km,294.70km,293.05km,10,경부선,1,FTMS 본선 VDS,S,1650.00m,101,고속국도,0010CZS320,127.431607,36.54286773
702,0010VDS23010,238539.373,440844.3553,296.60km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS320,127.4305295,36.565168
703,0010VDS23020,238539.373,440844.3553,296.60km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS320,127.4305295,36.565168
704,0010VDS23050,238685.9058,439564.6596,295.30km,296.60km,294.70km,10,경부선,1,FTMS 본선 VDS,S,1900.00m,101,고속국도,0010CZS320,127.4321022,36.55363043
705,0010VDS23350,238235.66,442917.824,298.70km,298.80km,296.60km,10,경부선,1,FTMS 본선 VDS,S,2200.00m,101,고속국도,0010CZS330,127.4272397,36.58386468
706,0010VDS23400,238234.7931,443117.819,298.90km,300.49km,298.80km,10,경부선,1,FTMS 본선 VDS,S,1690.00m,101,고속국도,0010CZS330,127.4272399,36.58566691
707,0010VDS23500,237561.4136,444514.5869,300.50km,301.20km,300.49km,10,경부선,1,FTMS 본선 VDS,S,710.00m,101,고속국도,0010CZS340,127.4197839,36.5982802
708,0010VDS23600,236495.1983,445405.3863,301.90km,302.30km,301.20km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS340,127.4079105,36.60634874
709,0010VDS23610,234260.0196,447696.8774,305.20km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS350,127.3830303,36.62708073
710,0010VDS23620,234260.0196,447696.8774,305.20km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS350,127.3830303,36.62708073
711,0010VDS23700,235844.3391,445875.1878,302.70km,303.45km,302.30km,10,경부선,1,FTMS 본선 VDS,S,1150.00m,101,고속국도,0010CZS340,127.4006578,36.6106069
712,0010VDS23800,234645.8956,446781.6583,304.20km,305.11km,303.45km,10,경부선,1,FTMS 본선 VDS,S,1660.00m,101,고속국도,0010CZS340,127.3873031,36.61881957
713,0010VDS23900,234082.8769,448269.3464,305.80km,306.30km,305.11km,10,경부선,1,FTMS 본선 VDS,S,1190.00m,101,고속국도,0010CZS350,127.3810753,36.6322457
714,0010VDS24000,233788.0197,449223.8046,306.80km,307.45km,306.30km,10,경부선,1,FTMS 본선 VDS,S,1150.00m,101,고속국도,0010CZS350,127.3778206,36.640857
715,0010VDS24100,233389.5335,450459.6382,308.10km,308.60km,307.45km,10,경부선,1,FTMS 본선 VDS,S,1150.00m,101,고속국도,0010CZS350,127.3734185,36.65200735
716,0010VDS24200,233161.2476,451225.3553,308.90km,309.80km,308.60km,10,경부선,1,FTMS 본선 VDS,S,1200.00m,101,고속국도,0010CZS355,127.3708986,36.65891532
717,0010VDS24300,233478.0094,452959.1011,310.70km,311.45km,309.80km,10,경부선,1,FTMS 본선 VDS,S,1650.00m,101,고속국도,0010CZS355,127.3745171,36.67452726
718,0010VDS24400,232604.7483,454126.4113,312.20km,312.95km,311.45km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS355,127.3647978,36.68507636
719,0010VDS24500,231654.8085,455144.1538,313.70km,314.40km,312.95km,10,경부선,1,FTMS 본선 VDS,S,1450.00m,101,고속국도,0010CZS355,127.3542116,36.69427945
720,0010VDS24600,231018.2796,456370.4682,315.10km,316.10km,314.40km,10,경부선,1,FTMS 본선 VDS,S,1700.00m,101,고속국도,0010CZS355,127.3471388,36.70535089
721,0010VDS24700,230864.1393,457613.6217,316.50km,317.20km,316.10km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS355,127.3454639,36.71655808
722,0010VDS24800,229537.8799,458055.891,317.90km,318.95km,317.20km,10,경부선,1,FTMS 본선 VDS,S,1750.00m,101,고속국도,0010CZS357,127.3306363,36.72058557
723,0010VDS24900,227559.1155,458699.8976,320.00km,320.55km,318.95km,10,경부선,1,FTMS 본선 VDS,S,1600.00m,101,고속국도,0010CZS357,127.3085103,36.72644825
724,0010VDS25000,226576.7217,459192.1278,321.10km,321.75km,320.55km,10,경부선,1,FTMS 본선 VDS,S,1200.00m,101,고속국도,0010CZS357,127.2975301,36.73091179
725,0010VDS25100,225367.2702,459543.268,322.40km,323.25km,321.75km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS357,127.284002,36.73410903
726,0010VDS25200,223701.122,459219.2353,324.10km,324.75km,323.25km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS357,127.2653386,36.73123218
727,0010VDS25300,222571.2417,459814.9281,325.40km,326.73km,324.75km,10,경부선,1,FTMS 본선 VDS,S,1980.00m,101,고속국도,0010CZS357,127.252707,36.73662758
728,0010VDS25310,219460.7826,462352.6625,329.90km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS350,127.2179473,36.75956431
729,0010VDS25320,219460.7826,462352.6625,329.90km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS350,127.2179473,36.75956431
730,0010VDS25450,220136.5789,460824.8713,328.05km,328.47km,326.73km,10,경부선,1,FTMS 본선 VDS,S,1740.00m,101,고속국도,0010CZS357,127.2254754,36.74578309
731,0010VDS25500,219598.1649,461369.5718,328.90km,329.40km,328.47km,10,경부선,1,FTMS 본선 VDS,S,930.00m,101,고속국도,0010CZS357,127.2194607,36.75070273
732,0010VDS25600,219460.7826,462352.6625,329.90km,329.91km,329.40km,10,경부선,1,FTMS 본선 VDS,S,510.00m,101,고속국도,0010CZS357,127.2179473,36.75956431
733,0010VDS25610,216984.8116,463169.8097,332.60km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS360,127.1902365,36.7669753
734,0010VDS25700,217882.5866,463121.6754,331.70km,332.15km,329.91km,10,경부선,1,FTMS 본선 VDS,S,2240.00m,101,고속국도,0010CZS360,127.2002908,36.76652505
735,0010VDS25800,216984.8116,463169.8097,332.60km,332.95km,332.15km,10,경부선,1,FTMS 본선 VDS,S,800.00m,101,고속국도,0010CZS360,127.1902365,36.7669753
736,0010VDS25810,215904.9294,463891.1052,334.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS370,127.1781565,36.77349371
737,0010VDS25900,216317.8004,463343.3334,333.30km,333.44km,332.95km,10,경부선,1,FTMS 본선 VDS,S,490.00m,101,고속국도,0010CZS360,127.1827695,36.76855065
738,0010VDS26000,215904.9294,463891.1052,334.00km,334.60km,333.44km,10,경부선,1,FTMS 본선 VDS,S,1160.00m,101,고속국도,0010CZS370,127.1781565,36.77349371
739,0010VDS26100,215552.4906,465035.679,335.20km,335.65km,334.60km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS370,127.1742321,36.78381345
740,0010VDS26200,215205.7921,465864.2446,336.10km,336.60km,335.65km,10,경부선,1,FTMS 본선 VDS,S,950.00m,101,고속국도,0010CZS370,127.1703646,36.79128536
741,0010VDS26300,214870.0579,466802.141,337.10km,337.50km,336.60km,10,경부선,1,FTMS 본선 VDS,S,900.00m,101,고속국도,0010CZS370,127.1666214,36.79974217
742,0010VDS26320,215148.4232,469912.0954,340.30km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS380,127.1698024,36.82776177
743,0010VDS26330,215148.4232,469912.0954,340.30km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS380,127.1698024,36.82776177
744,0010VDS26350,214741.0688,467584.6458,337.90km,338.60km,337.50km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS370,127.1651912,36.8067954
745,0010VDS26400,214829.0008,468980.4442,339.30km,340.14km,338.60km,10,경부선,1,FTMS 본선 VDS,S,1540.00m,101,고속국도,0010CZS370,127.1662038,36.81937167
746,0010VDS26500,215544.5956,470605.2961,341.10km,341.65km,340.14km,10,경부선,1,FTMS 본선 VDS,S,1510.00m,101,고속국도,0010CZS380,127.1742573,36.8340018
747,0010VDS26600,215713.7877,471690.4021,342.20km,343.30km,341.65km,10,경부선,1,FTMS 본선 VDS,S,1650.00m,101,고속국도,0010CZS380,127.1761764,36.84377692
748,0010VDS26700,216565.5763,473711.7893,344.40km,344.80km,343.30km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS380,127.1857703,36.86197711
749,0010VDS26750,216669.4053,474504.1254,345.20km,345.65km,344.80km,10,경부선,1,FTMS 본선 VDS,S,850.00m,101,고속국도,0010CZS380,127.1869521,36.86911501
750,0010VDS26800,216785.0373,475395.7297,346.10km,348.50km,345.65km,10,경부선,1,FTMS 본선 VDS,S,2850.00m,101,고속국도,0010CZS380,127.1882686,36.87714718
751,0010VDS26900,216843.1247,479386.2795,350.10km,350.60km,348.50km,10,경부선,1,FTMS 본선 VDS,S,2100.00m,101,고속국도,0010CZS385,127.1890088,36.91310473
752,0010VDS27000,216834.8727,480385.2103,351.10km,351.85km,350.60km,10,경부선,1,FTMS 본선 VDS,S,1250.00m,101,고속국도,0010CZS385,127.1889384,36.92210614
753,0010VDS27100,216865.3923,481883.3572,352.60km,353.35km,351.85km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS385,127.1893143,36.93560522
754,0010VDS27150,216692.964,483338.7551,354.10km,355.00km,353.35km,10,경부선,1,FTMS 본선 VDS,S,1650.00m,101,고속국도,0010CZS385,127.1874109,36.94872268
755,0010VDS27200,215708.7617,484843.6184,355.90km,356.55km,355.00km,10,경부선,1,FTMS 본선 VDS,S,1550.00m,101,고속국도,0010CZS385,127.1763927,36.9622997
756,0010VDS27300,214998.2417,485930.6667,357.20km,357.95km,356.55km,10,경부선,1,FTMS 본선 VDS,S,1400.00m,101,고속국도,0010CZS385,127.1684359,36.9721065
757,0010VDS27310,213579.1962,488874.058,360.50km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS390,127.1525525,36.99865039
758,0010VDS27320,213579.1962,488874.058,360.50km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS390,127.1525525,36.99865039
759,0010VDS27400,214178.5048,487185.0109,358.70km,359.35km,357.95km,10,경부선,1,FTMS 본선 VDS,S,1400.00m,101,고속국도,0010CZS385,127.1592535,36.98342187
760,0010VDS27500,213724.3437,488396.1248,360.00km,360.11km,359.35km,10,경부선,1,FTMS 본선 VDS,S,760.00m,101,고속국도,0010CZS385,127.1541744,36.99434172
761,0010VDS27601,213608.1341,488778.4436,360.40km,360.85km,360.11km,10,경부선,1,FTMS 본선 VDS,S,740.00m,101,고속국도,0010CZS390,127.1528759,36.99778841
762,0010VDS27610,212325.5943,493175.2611,365.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.1385396,37.0374248
763,0010VDS27620,212325.5943,493175.2611,365.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.1385396,37.0374248
764,0010VDS27630,212325.5943,493175.2611,365.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.1385396,37.0374248
765,0010VDS27700,213346.7102,489638.6652,361.30km,361.83km,360.85km,10,경부선,1,FTMS 본선 VDS,S,980.00m,101,고속국도,0010CZS390,127.1499542,37.00554343
766,0010VDS27710,212305.0849,493273.0307,365.10km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.1383106,37.03830605
767,0010VDS27720,212305.0849,493273.0307,365.10km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.1383106,37.03830605
768,0010VDS27730,213131.4322,490197.314,361.85km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS390,127.1475452,37.01058032
769,0010VDS27801,212932.0139,490655.2622,362.35km,362.88km,361.83km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS390,127.1453124,37.01470956
770,0010VDS27810,212932.0139,490655.2622,362.40km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS390,127.1453124,37.01470956
771,0010VDS27900,212653.7394,491610.9578,363.40km,364.94km,362.88km,10,경부선,1,FTMS 본선 VDS,S,2060.00m,101,고속국도,0010CZS390,127.1422016,37.0233249
772,0010VDS28000,212325.5943,493175.2611,365.00km,365.76km,364.94km,10,경부선,1,FTMS 본선 VDS,S,820.00m,101,고속국도,0010CZS400,127.1385396,37.0374248
773,0010VDS28201,212131.5461,494659.1163,366.52km,366.96km,365.76km,10,경부선,1,FTMS 본선 VDS,S,1200.00m,101,고속국도,0010CZS400,127.1363824,37.05079795
774,0010VDS28300,212064.9684,495555.7213,367.40km,367.80km,366.96km,10,경부선,1,FTMS 본선 VDS,S,840.00m,101,고속국도,0010CZS400,127.1356483,37.05887786
775,0010VDS28400,212006.5074,496352.7548,368.20km,368.80km,367.80km,10,경부선,1,FTMS 본선 VDS,S,1000.00m,101,고속국도,0010CZS400,127.1350037,37.06606044
776,0010VDS28500,211593.87,497458.9449,369.40km,369.85km,368.80km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS400,127.130381,37.07603317
777,0010VDS28600,211247.5594,498287.297,370.30km,370.75km,369.85km,10,경부선,1,FTMS 본선 VDS,S,900.00m,101,고속국도,0010CZS400,127.1264989,37.08350141
778,0010VDS28700,210940.0313,499132.1436,371.20km,371.70km,370.75km,10,경부선,1,FTMS 본선 VDS,S,950.00m,101,고속국도,0010CZS400,127.1230525,37.09111768
779,0010VDS28800,210597.896,500070.6984,372.20km,373.15km,371.70km,10,경부선,1,FTMS 본선 VDS,S,1450.00m,101,고속국도,0010CZS400,127.1192175,37.09957861
780,0010VDS28900,209924.7858,501843.9369,374.10km,374.65km,373.15km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS400,127.111669,37.115564
781,0010VDS29000,209159.2429,502625.286,375.20km,375.80km,374.65km,10,경부선,1,FTMS 본선 VDS,S,1150.00m,101,고속국도,0010CZS400,127.1030651,37.12261224
782,0010VDS29010,207544.5763,504686.2558,377.90km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.0849167,37.14119725
783,0010VDS29020,207544.5763,504686.2558,377.90km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS400,127.0849167,37.14119725
784,0010VDS29100,208264.6107,503423.1753,376.40km,377.15km,375.80km,10,경부선,1,FTMS 본선 VDS,S,1350.00m,101,고속국도,0010CZS400,127.093007,37.12981004
785,0010VDS29200,207544.5763,504686.2558,377.90km,378.21km,377.15km,10,경부선,1,FTMS 본선 VDS,S,1060.00m,101,고속국도,0010CZS400,127.0849167,37.14119725
786,0010VDS29301,207492.8808,505751.9392,379.00km,379.55km,378.21km,10,경부선,1,FTMS 본선 VDS,S,1340.00m,101,고속국도,0010CZS410,127.0843455,37.1508001
787,0010VDS29310,208530.5226,509070.276,382.50km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS420,127.0960638,37.18069128
788,0010VDS29320,208530.5226,509070.276,382.50km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS420,127.0960638,37.18069128
789,0010VDS29400,207870.6257,506783.5963,380.10km,380.40km,379.55km,10,경부선,1,FTMS 본선 VDS,S,850.00m,101,고속국도,0010CZS410,127.0886085,37.16009282
790,0010VDS29500,208078.6274,507345.7298,380.70km,382.10km,380.40km,10,경부선,1,FTMS 본선 VDS,S,1700.00m,101,고속국도,0010CZS410,127.0909563,37.16515619
791,0010VDS29600,208534.3108,508970.4817,382.40km,383.20km,382.10km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS420,127.0961053,37.17979205
792,0010VDS29610,208506.5041,512608.2195,386.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS420,127.0958336,37.21257018
793,0010VDS29611,208506.5041,512608.2195,386.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS420,127.0958336,37.21257018
794,0010VDS29620,208506.5041,512608.2195,386.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS420,127.0958336,37.21257018
795,0010VDS29650,208371.1938,511053.4502,384.50km,384.70km,383.20km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS420,127.0942918,37.19856216
796,0010VDS29800,208443.1817,511949.6347,385.40km,386.49km,384.70km,10,경부선,1,FTMS 본선 VDS,S,1790.00m,101,고속국도,0010CZS420,127.0951128,37.20663658
797,0010VDS29900,208875.3788,513529.9091,387.00km,387.19km,386.49km,10,경부선,1,FTMS 본선 VDS,S,700.00m,101,고속국도,0010CZS430,127.1000003,37.22087161
798,0010VDS30000,209383.7732,514391.0243,388.00km,388.50km,387.19km,10,경부선,1,FTMS 본선 VDS,S,1310.00m,101,고속국도,0010CZS440,127.1057392,37.22862569
799,0010VDS30100,209396.9721,515354.5777,389.00km,389.75km,388.50km,10,경부선,1,FTMS 본선 VDS,S,1250.00m,101,고속국도,0010CZS440,127.1059001,37.23730761
800,0010VDS30110,209208.393,518337.5195,392.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS440,127.1038118,37.26418707
801,0010VDS30120,209208.393,518337.5195,392.00km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS440,127.1038118,37.26418707
802,0010VDS30200,209216.259,516837.552,390.50km,390.95km,389.75km,10,경부선,1,FTMS 본선 VDS,S,1200.00m,101,고속국도,0010CZS440,127.1038819,37.25067166
803,0010VDS30300,209211.5394,517737.5325,391.40km,392.28km,390.95km,10,경부선,1,FTMS 본선 VDS,S,1330.00m,101,고속국도,0010CZS440,127.1038398,37.25878091
804,0010VDS30400,209205.771,518837.5087,392.50km,392.85km,392.28km,10,경부선,1,FTMS 본선 VDS,S,570.00m,101,고속국도,0010CZS450,127.1037884,37.2686922
805,0010VDS30450,209202.1002,519537.4935,393.20km,393.60km,392.85km,10,경부선,1,FTMS 본선 VDS,S,750.00m,101,고속국도,0010CZS450,127.1037557,37.27499938
806,0010VDS30500,209197.905,520337.4762,394.00km,394.96km,393.60km,10,경부선,1,FTMS 본선 VDS,S,1360.00m,101,고속국도,0010CZS450,127.1037183,37.28220757
807,0010VDS30600,209192.661,521337.4545,395.00km,396.20km,394.96km,10,경부선,1,FTMS 본선 VDS,S,1240.00m,101,고속국도,0010CZS460,127.1036715,37.2912178
808,0010VDS30650,209180.0754,523737.4025,397.40km,398.15km,396.20km,10,경부선,1,FTMS 본선 VDS,S,1950.00m,101,고속국도,0010CZS460,127.1035592,37.31284229
809,0010VDS30700,209172.2094,525237.3699,398.90km,399.30km,398.15km,10,경부선,1,FTMS 본선 VDS,S,1150.00m,101,고속국도,0010CZS460,127.103489,37.32635756
810,0010VDS30800,209168.0142,526037.3525,399.70km,400.35km,399.30km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS460,127.1034515,37.33356569
811,0010VDS30900,209161.1969,527337.3243,401.00km,401.75km,400.35km,10,경부선,1,FTMS 본선 VDS,S,1400.00m,101,고속국도,0010CZS460,127.1033907,37.34527888
812,0010VDS30920,208945.5618,532923.1923,406.60km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS470,127.1010245,37.39561102
813,0010VDS30930,208945.5618,532923.1923,406.60km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS470,127.1010245,37.39561102
814,0010VDS31000,209153.3309,528837.2917,402.50km,403.30km,401.75km,10,경부선,1,FTMS 본선 VDS,S,1550.00m,101,고속국도,0010CZS460,127.1033204,37.35879407
815,0010VDS31010,208930.5831,533022.0633,406.70km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS470,127.1008566,37.39650201
816,0010VDS31201,209143.3671,530737.2504,404.40km,404.80km,403.30km,10,경부선,1,FTMS 본선 VDS,S,1500.00m,101,고속국도,0010CZS470,127.1032314,37.37591327
817,0010VDS31210,208443.6377,533973.311,407.80km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS480,127.0953682,37.40507751
818,0010VDS31220,208443.6377,533973.311,407.80km,km,km,10,경부선,4,램프 VDS,S,0.00m,101,고속국도,0010CZS480,127.0953682,37.40507751
819,0010VDS31301,209138.8912,531537.2299,405.20km,405.85km,404.80km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS470,127.1031907,37.38312132
820,0010VDS31400,208960.5405,532824.3213,406.50km,406.94km,405.85km,10,경부선,1,FTMS 본선 VDS,S,1090.00m,101,고속국도,0010CZS470,127.1011925,37.39472003
821,0010VDS31501,208189.1631,534281.8709,408.20km,408.43km,408.04km,10,경부선,1,FTMS 본선 VDS,S,390.00m,101,고속국도,0010CZS490,127.0924974,37.40785998
822,0010VDS31650,206872.7441,535918.0158,410.30km,410.85km,409.00km,10,경부선,1,FTMS 본선 VDS,S,1850.00m,101,고속국도,0010CZS505,127.0776435,37.42261264
823,0010VDS31700,206183.1913,536775.0441,411.40km,411.95km,410.85km,10,경부선,1,FTMS 본선 VDS,S,1100.00m,101,고속국도,0010CZS505,127.0698606,37.43033947
824,0010VDS32000,205494.9891,537633.129,412.50km,412.85km,411.95km,10,경부선,1,FTMS 본선 VDS,S,900.00m,101,고속국도,0010CZS505,127.0620914,37.43807529
825,0010VDS32151,205133.5651,538232.1753,413.20km,413.75km,412.85km,10,경부선,1,FTMS 본선 VDS,S,900.00m,101,고속국도,0010CZS505,127.0580116,37.44347486
826,0010VDS32251,204514.4263,539140.3333,414.30km,414.80km,413.75km,10,경부선,1,FTMS 본선 VDS,S,1050.00m,101,고속국도,0010CZS505,127.0510206,37.45166071
827,0010VDS32351,203918.8715,539943.6214,415.30km,416.05km,414.80km,10,경부선,1,FTMS 본선 VDS,S,1250.00m,101,고속국도,0010CZS505,127.0442941,37.45890115
828,0010VDS32400,203007.7199,541142.1574,416.90km,417.65km,416.05km,10,경부선,5,가상 VDS,S,1600.00m,101,고속국도,0010CZS510,127.0340005,37.46970351
829,0010VDS32500,202350.8638,542468.8093,418.40km,418.54km,417.65km,10,경부선,5,가상 VDS,S,890.00m,101,고속국도,0010CZS510,127.0265793,37.48165868
