,VDS_ID,GRS80_X좌표,GRS80_Y좌표,지점이정,VDS존_시작이정,VDS존_종료이정,노선번호,도로명,VDS존_유형구분코드,VDS존_유형구분명,기점종점방향구분코드,VDS존 길이,도로등급구분코드,도로등급구분명,콘존ID,WGS84_X좌표,WGS84_Y좌표
0,0010VDE00100,391265.1686,297630.0182,1.40km,0.20km,2.02km,10,경부선,1,FTMS 본선 VDS,E,1820.00m,101,고속국도,0010CZE010,129.1016137,35.25697659
1,0010VDE00200,391642.5985,298552.1566,2.40km,2.02km,2.85km,10,경부선,1,FTMS 본선 VDS,E,830.00m,101,고속국도,0010CZE011,129.1059734,35.26521052
2,0010VDE00300,391873.6131,299421.8265,3.30km,2.85km,4.01km,10,경부선,1,FTMS 본선 VDS,E,1160.00m,101,고속국도,0010CZE011,129.1087136,35.2729997
3,0010VDE00400,391448.5862,300528.9937,4.50km,4.01km,5.08km,10,경부선,1,FTMS 본선 VDS,E,1070.00m,101,고속국도,0010CZE020,129.1043033,35.28305363
4,0010VDE00500,391067.9347,300978.0163,5.10km,5.08km,5.58km,10,경부선,1,FTMS 본선 VDS,E,500.00m,101,고속국도,0010CZE030,129.1002264,35.28717082
5,0010VDE00600,390059.3078,301623.7323,6.30km,5.58km,6.80km,10,경부선,1,FTMS 본선 VDS,E,1220.00m,101,고속국도,0010CZE035,129.0892956,35.293179
6,0010VDE00700,389382.8349,302360.5479,7.30km,6.80km,7.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE035,129.0820337,35.29994401
7,0010VDE00800,388711.8737,303102.6341,8.30km,7.80km,8.75km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE035,129.0748323,35.30675506
8,0010VDE00900,388107.5524,303770.093,9.20km,8.75km,9.60km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE035,129.0683449,35.31288098
9,0010VDE01000,387520.4458,304313.8277,10.00km,9.60km,10.55km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE035,129.0620175,35.3178889
10,0010VDE01100,386675.5736,305006.2377,11.10km,10.55km,11.50km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE035,129.0528901,35.32428387
11,0010VDE01200,385987.4054,305385.5527,11.90km,11.50km,12.35km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE035,129.0454126,35.32782882
12,0010VDE01300,385516.2051,306151.49,12.80km,12.35km,12.86km,10,경부선,1,FTMS 본선 VDS,E,510.00m,101,고속국도,0010CZE035,129.040407,35.33481563
13,0010VDE01500,385975.6634,307607.9069,14.40km,12.86km,14.95km,10,경부선,1,FTMS 본선 VDS,E,2090.00m,101,고속국도,0010CZE040,129.0457883,35.34784902
14,0010VDE01600,385912.2547,308702.1437,15.50km,14.95km,16.00km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE040,129.0453397,35.35771721
15,0010VDE01700,386058.0515,309677.3927,16.50km,16.00km,17.05km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE040,129.0471646,35.36647464
16,0010VDE01800,386374.1348,310730.5643,17.60km,17.05km,17.94km,10,경부선,1,FTMS 본선 VDS,E,890.00m,101,고속국도,0010CZE040,129.0508805,35.37590212
17,0010VDE01900,386513.6781,311314.2351,18.20km,17.94km,18.65km,10,경부선,1,FTMS 본선 VDS,E,710.00m,101,고속국도,0010CZE050,129.0525484,35.38113345
18,0010VDE02000,386772.8856,312175.7547,19.10km,18.65km,19.60km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE050,129.0555962,35.38884506
19,0010VDE02100,386953.8698,313156.783,20.10km,19.60km,20.50km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE050,129.0578116,35.39764769
20,0010VDE02200,387055.155,313950.6706,20.90km,20.50km,21.30km,10,경부선,1,FTMS 본선 VDS,E,800.00m,101,고속국도,0010CZE050,129.0591077,35.40477956
21,0010VDE02300,387293.1198,314713.3238,21.70km,21.30km,22.20km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE050,129.0619007,35.41160438
22,0010VDE02400,387619.8225,315658.4655,22.70km,22.20km,23.10km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE050,129.0657126,35.42005615
23,0010VDE02500,387739.2064,316449.4172,23.50km,23.10km,24.00km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE050,129.0672084,35.42715802
24,0010VDE02600,388017.5004,317403.5746,24.50km,24.00km,24.95km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE050,129.070491,35.43569991
25,0010VDE02700,388497.9676,318162.1183,25.40km,24.95km,25.95km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE050,129.0759544,35.44244147
26,0010VDE02800,388758.6923,319230.2592,26.50km,25.95km,26.90km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE050,129.0790716,35.45201305
27,0010VDE02850,388981.7023,319998.7959,27.30km,26.90km,27.40km,10,경부선,1,FTMS 본선 VDS,E,500.00m,101,고속국도,0010CZE050,129.0817049,35.45889308
28,0010VDE02900,389033.4758,320192.0679,27.50km,27.40km,28.00km,10,경부선,1,FTMS 본선 VDS,E,600.00m,101,고속국도,0010CZE050,129.0823197,35.46062408
29,0010VDE03000,389346.035,321140.5934,28.50km,28.00km,28.80km,10,경부선,1,FTMS 본선 VDS,E,800.00m,101,고속국도,0010CZE050,129.0859814,35.46910816
30,0010VDE03100,389530.1872,321709.5834,29.10km,28.80km,29.70km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE050,129.0881415,35.47419805
31,0010VDE03200,389751.5299,322886.7662,30.30km,29.70km,31.00km,10,경부선,1,FTMS 본선 VDS,E,1300.00m,101,고속국도,0010CZE050,129.0908533,35.48475885
32,0010VDE03300,389940.6851,323766.8318,31.20km,31.00km,32.05km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE055,129.093142,35.49264954
33,0010VDE03400,390204.7605,324729.9844,32.20km,32.05km,32.65km,10,경부선,1,FTMS 본선 VDS,E,600.00m,101,고속국도,0010CZE060,129.0962758,35.50127419
34,0010VDE03500,390477.0309,325588.1192,33.10km,32.65km,33.60km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE060,129.099476,35.50895126
35,0010VDE03600,390763.6965,326546.6132,34.10km,33.60km,34.55km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE060,129.102859,35.51752938
36,0010VDE03700,390970.7239,327421.1207,35.00km,34.55km,35.45km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE060,129.1053455,35.52536623
37,0010VDE03800,391323.9684,328244.1653,35.90km,35.45km,36.95km,10,경부선,1,FTMS 본선 VDS,E,1500.00m,101,고속국도,0010CZE060,129.1094316,35.5327113
38,0010VDE04000,392351.403,330076.73,38.00km,36.95km,38.48km,10,경부선,1,FTMS 본선 VDS,E,1530.00m,101,고속국도,0010CZE060,129.1211874,35.54901828
39,0010VDE04100,392773.2609,331090.6888,39.10km,38.48km,40.11km,10,경부선,1,FTMS 본선 VDS,E,1630.00m,101,고속국도,0010CZE070,129.1260778,35.55806888
40,0010VDE04105,393321.0982,333138.7725,41.20km,40.11km,41.65km,10,경부선,1,FTMS 본선 VDS,E,1540.00m,101,고속국도,0010CZE080,129.1326051,35.57640874
41,0010VDE04110,393491.1548,334024.1703,42.10km,41.65km,42.55km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE080,129.1346916,35.58435005
42,0010VDE04115,393708.1642,334895.801,43.00km,42.55km,43.40km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE080,129.137293,35.59215812
43,0010VDE04120,394002.2455,335641.2552,43.80km,43.40km,44.50km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE080,129.1407146,35.59881458
44,0010VDE04125,394517.9487,336945.3086,45.20km,44.50km,45.70km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE080,129.1467153,35.61045845
45,0010VDE04130,395026.6379,337804.6939,46.20km,45.70km,46.75km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE080,129.1525332,35.61809841
46,0010VDE04135,395355.576,338854.7849,47.30km,46.75km,47.75km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE080,129.1564155,35.62749115
47,0010VDE04140,395726.856,339675.7494,48.20km,47.75km,48.70km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE080,129.1607103,35.63481173
48,0010VDE04145,395992.1442,340642.9478,49.20km,48.70km,49.70km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE080,129.1638719,35.64347018
49,0010VDE04150,396380.4012,341562.5511,50.20km,49.70km,50.65km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE080,129.1683797,35.65167542
50,0010VDE04155,396704.2732,342404.0921,51.10km,50.65km,51.70km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE080,129.1721588,35.65919021
51,0010VDE04160,397006.4397,343561.8467,52.30km,51.70km,52.85km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE080,129.1757764,35.66955711
52,0010VDE04165,397307.1074,344599.3141,53.40km,52.85km,53.95km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE080,129.179349,35.67884081
53,0010VDE04170,397648.3686,345648.319,54.50km,53.95km,55.10km,10,경부선,1,FTMS 본선 VDS,E,1150.00m,101,고속국도,0010CZE080,129.1833735,35.68822013
54,0010VDE04175,397842.2123,346831.3549,55.70km,55.10km,56.10km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE080,129.1858043,35.69883597
55,0010VDE04180,398056.1663,347590.4936,56.50km,56.10km,57.20km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE080,129.1883534,35.70562998
56,0010VDE04185,398319.1515,348452.7187,57.40km,57.20km,58.00km,10,경부선,1,FTMS 본선 VDS,E,800.00m,101,고속국도,0010CZE085,129.19147,35.71334246
57,0010VDE04190,398543.0641,349631.4381,58.60km,58.00km,59.20km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE085,129.1942338,35.7239131
58,0010VDE04195,398605.6407,350828.7689,59.80km,59.20km,60.45km,10,경부선,1,FTMS 본선 VDS,E,1250.00m,101,고속국도,0010CZE085,129.1952209,35.73468378
59,0010VDE04200,398563.0823,352126.8262,61.10km,60.45km,61.65km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE085,129.1950718,35.74638279
60,0010VDE04205,398451.2144,353219.3031,62.20km,61.65km,62.75km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE085,129.1941061,35.75624428
61,0010VDE04210,398681.0445,354273.0376,63.30km,62.75km,63.80km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE085,129.1969065,35.76568791
62,0010VDE04215,398542.0947,355257.7246,64.30km,63.80km,64.90km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE085,129.195615,35.77458409
63,0010VDE04220,398188.9476,356356.9241,65.50km,64.90km,65.95km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE085,129.191984,35.78455477
64,0010VDE04225,398290.4771,357249.449,66.40km,65.95km,66.95km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE085,129.1933272,35.79257241
65,0010VDE04230,397899.6975,358275.8433,67.50km,66.95km,68.26km,10,경부선,1,FTMS 본선 VDS,E,1310.00m,101,고속국도,0010CZE085,129.1892612,35.80189492
66,0010VDE04235,397127.543,359315.9649,68.80km,68.26km,69.25km,10,경부선,1,FTMS 본선 VDS,E,990.00m,101,고속국도,0010CZE090,129.180981,35.81141755
67,0010VDE04240,396254.808,359467.2327,69.70km,69.25km,70.20km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE090,129.1713686,35.81295465
68,0010VDE04245,395439.5498,360038.6647,70.70km,70.20km,71.28km,10,경부선,1,FTMS 본선 VDS,E,1080.00m,101,고속국도,0010CZE090,129.1624939,35.81826362
69,0010VDE04250,394255.9376,359970.5543,71.85km,71.28km,72.33km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE090,129.1493893,35.81788506
70,0010VDE04255,393357.8272,360021.0286,72.80km,72.33km,73.30km,10,경부선,1,FTMS 본선 VDS,E,970.00m,101,고속국도,0010CZE090,129.1394704,35.81851689
71,0010VDE04260,392482.2784,360467.5365,73.80km,73.30km,74.30km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE090,129.1298961,35.82271031
72,0010VDE04265,391678.2107,361065.094,74.80km,74.30km,75.35km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE090,129.1211475,35.82824946
73,0010VDE04270,390633.4865,361346.5309,75.90km,75.35km,76.45km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE090,129.1096605,35.83098765
74,0010VDE04275,389595.5147,361605.5302,77.00km,76.45km,77.50km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE090,129.0982421,35.83352139
75,0010VDE04280,388798.7161,362210.4439,78.00km,77.50km,78.66km,10,경부선,1,FTMS 본선 VDS,E,1160.00m,101,고속국도,0010CZE090,129.0895722,35.83912319
76,0010VDE04285,388230.2078,363031.2382,79.00km,78.66km,79.58km,10,경부선,1,FTMS 본선 VDS,E,920.00m,101,고속국도,0010CZE100,129.0834772,35.84662498
77,0010VDE04290,387825.3604,364159.612,80.15km,79.58km,80.68km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE100,129.0792641,35.8568654
78,0010VDE04295,387190.1616,364933.9683,81.20km,80.68km,82.00km,10,경부선,1,FTMS 본선 VDS,E,1320.00m,101,고속국도,0010CZE100,129.0724181,35.8639612
79,0010VDE04300,385999.718,365998.6431,82.80km,82.00km,83.35km,10,경부선,1,FTMS 본선 VDS,E,1350.00m,101,고속국도,0010CZE100,129.0594943,35.87377699
80,0010VDE04305,385428.96,366943.8867,83.90km,83.35km,84.35km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE100,129.053398,35.8823987
81,0010VDE04310,384800.1561,367592.5964,84.80km,84.35km,85.30km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE100,129.0465892,35.88836028
82,0010VDE04315,383861.1735,367943.5386,85.80km,85.30km,86.28km,10,경부선,1,FTMS 본선 VDS,E,980.00m,101,고속국도,0010CZE100,129.0362772,35.89169785
83,0010VDE04320,382879.9096,367951.1733,86.75km,86.28km,87.30km,10,경부선,1,FTMS 본선 VDS,E,1020.00m,101,고속국도,0010CZE100,129.0254175,35.89195035
84,0010VDE04325,381891.7169,368441.7984,87.85km,87.30km,88.58km,10,경부선,1,FTMS 본선 VDS,E,1280.00m,101,고속국도,0010CZE100,129.0145912,35.8965534
85,0010VDE04330,381379.3687,369702.4451,89.30km,88.58km,89.88km,10,경부선,1,FTMS 본선 VDS,E,1300.00m,101,고속국도,0010CZE100,129.0092068,35.908003
86,0010VDE04335,381070.9267,370860.7932,90.45km,89.88km,90.80km,10,경부선,1,FTMS 본선 VDS,E,920.00m,101,고속국도,0010CZE100,129.0060554,35.91849327
87,0010VDE04340,380214.8694,371680.0515,91.73km,90.80km,92.27km,10,경부선,1,FTMS 본선 VDS,E,1470.00m,101,고속국도,0010CZE105,128.996762,35.92603036
88,0010VDE04345,379323.9761,372330.1611,92.80km,92.27km,93.50km,10,경부선,1,FTMS 본선 VDS,E,1230.00m,101,고속국도,0010CZE105,128.9870429,35.93204965
89,0010VDE04350,378032.3161,372144.8221,94.20km,93.50km,94.85km,10,경부선,1,FTMS 본선 VDS,E,1350.00m,101,고속국도,0010CZE105,128.9726966,35.9306163
90,0010VDE04355,376956.8268,371410.2056,95.50km,94.85km,96.10km,10,경부선,1,FTMS 본선 VDS,E,1250.00m,101,고속국도,0010CZE105,128.9606224,35.92419469
91,0010VDE04400,375806.7641,371171.9127,96.70km,96.39km,97.15km,10,경부선,1,FTMS 본선 VDS,E,760.00m,101,고속국도,0010CZE110,128.9478341,35.92225571
92,0010VDE04500,375092.6763,370812.9866,97.60km,97.15km,98.05km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE110,128.9398475,35.91915084
93,0010VDE04600,374708.4238,370006.9478,98.50km,98.05km,98.95km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE110,128.9354156,35.9119593
94,0010VDE04700,374142.6918,369306.3751,99.40km,98.95km,99.90km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE110,128.9289984,35.90574983
95,0010VDE04800,373289.9898,368897.9584,100.40km,99.90km,100.85km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE110,128.9194689,35.90222239
96,0010VDE04900,372392.901,368973.6598,101.30km,100.85km,101.70km,10,경부선,1,FTMS 본선 VDS,E,850.00m,101,고속국도,0010CZE110,128.9095535,35.90306266
97,0010VDE05000,371621.9541,368799.1997,102.10km,101.70km,102.65km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE110,128.9009806,35.90162667
98,0010VDE05100,370727.0473,368159.9838,103.20km,102.65km,103.70km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE110,128.8909359,35.89602537
99,0010VDE05200,369903.4518,367592.3488,104.20km,103.70km,104.75km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE110,128.8816974,35.89105559
100,0010VDE05300,368900.8413,367147.1902,105.30km,104.75km,105.80km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE110,128.8705043,35.88721917
101,0010VDE05400,367944.6987,366853.142,106.30km,105.80km,106.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE110,128.8598585,35.88473487
102,0010VDE05500,366988.5556,366559.0953,107.30km,106.80km,107.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE110,128.8492133,35.88224962
103,0010VDE05600,366032.4121,366265.0501,108.30km,107.80km,108.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE110,128.8385688,35.87976342
104,0010VDE05700,365068.7565,365997.284,109.30km,108.80km,109.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE110,128.8278472,35.87751424
105,0010VDE05800,364077.5245,365990.7372,110.30km,109.80km,110.80km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE110,128.8168746,35.87762176
106,0010VDE05900,363084.846,365968.9532,111.30km,110.80km,111.90km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE110,128.8058829,35.87759126
107,0010VDE06000,361842.1301,365866.0428,112.50km,111.90km,112.84km,10,경부선,1,FTMS 본선 VDS,E,940.00m,101,고속국도,0010CZE110,128.7921071,35.8768703
108,0010VDE06100,360852.4718,365987.8803,113.50km,112.84km,114.10km,10,경부선,1,FTMS 본선 VDS,E,1260.00m,101,고속국도,0010CZE120,128.7811778,35.8781308
109,0010VDE06200,359722.0364,366076.5222,114.70km,114.10km,115.15km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE120,128.7686832,35.87911424
110,0010VDE06300,358993.815,365552.3655,115.60km,115.15km,116.05km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE120,128.7605182,35.87451095
111,0010VDE06400,358177.6259,365167.5462,116.50km,116.05km,116.95km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE120,128.7514081,35.87117648
112,0010VDE06500,357329.7527,365235.7636,117.40km,116.95km,117.95km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE120,128.7420375,35.87192749
113,0010VDE06600,356312.4749,365580.2159,118.50km,117.95km,119.00km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE120,128.7308458,35.87519324
114,0010VDE06700,355314.5957,365676.1155,119.50km,119.00km,120.00km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE120,128.7198194,35.87621583
115,0010VDE06800,354321.9771,365793.2184,120.50km,120.00km,121.20km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE120,128.7088551,35.87742759
116,0010VDE06900,353163.6415,366575.7131,121.90km,121.20km,122.10km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE120,128.6961839,35.8846585
117,0010VDE07000,352520.794,367051.5704,122.70km,122.10km,123.15km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE130,128.6891586,35.88904561
118,0010VDE07100,351802.2042,367591.5839,123.60km,123.15km,124.10km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE130,128.6813062,35.89402203
119,0010VDE07200,351192.283,368364.7963,124.60km,124.10km,125.10km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE130,128.6747003,35.90108198
120,0010VDE07300,350690.9814,369227.5431,125.60km,125.10km,126.19km,10,경부선,1,FTMS 본선 VDS,E,1090.00m,101,고속국도,0010CZE130,128.669313,35.90893146
121,0010VDE07400,349935.1973,369670.1576,126.50km,126.19km,126.95km,10,경부선,1,FTMS 본선 VDS,E,760.00m,101,고속국도,0010CZE140,128.6610271,35.91303491
122,0010VDE07500,349081.5383,369951.4853,127.40km,126.95km,127.90km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE140,128.6516263,35.91569975
123,0010VDE07600,348094.9314,370060.1716,128.40km,127.90km,128.90km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE140,128.6407202,35.91682871
124,0010VDE07700,347096.3686,370079.1995,129.40km,128.90km,129.95km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE140,128.6296649,35.91715078
125,0010VDE07800,346011.6233,369947.2575,130.50km,129.95km,130.90km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE140,128.6176272,35.91612463
126,0010VDE07900,345233.9718,369763.8136,131.30km,130.90km,131.80km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE140,128.6089814,35.91458775
127,0010VDE08000,344261.9055,369534.5187,132.30km,131.80km,132.75km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE140,128.5981745,35.91266585
128,0010VDE08100,343395.5304,369295.4408,133.20km,132.75km,133.87km,10,경부선,1,FTMS 본선 VDS,E,1120.00m,101,고속국도,0010CZE140,128.5885368,35.91063935
129,0010VDE08200,342139.9,368965.062,134.50km,133.87km,135.10km,10,경부선,1,FTMS 본선 VDS,E,1230.00m,101,고속국도,0010CZE150,128.5745727,35.90784613
130,0010VDE08300,341000.4947,368597.6379,135.70km,135.10km,136.10km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE150,128.5618899,35.90470079
131,0010VDE08400,340376.6995,368137.0309,136.50km,136.10km,137.00km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE150,128.5549011,35.90064078
132,0010VDE08500,339546.7133,367655.6006,137.50km,137.00km,138.05km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE150,128.5456263,35.89642214
133,0010VDE08600,338491.871,367352.1305,138.60km,138.05km,139.35km,10,경부선,1,FTMS 본선 VDS,E,1300.00m,101,고속국도,0010CZE150,128.5338939,35.89383788
134,0010VDE08700,337323.5293,367291.6385,139.80km,139.35km,140.35km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE160,128.5209474,35.89345745
135,0010VDE08800,336239.1785,367443.8487,140.90km,140.35km,141.55km,10,경부선,1,FTMS 본선 VDS,E,1200.00m,101,고속국도,0010CZE160,128.5089673,35.89498024
136,0010VDE08900,335060.7322,367718.598,142.20km,141.55km,142.65km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE160,128.4959655,35.89761884
137,0010VDE09000,334738.6922,368556.7439,143.10km,142.65km,143.60km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE160,128.4925414,35.90521442
138,0010VDE09100,334365.9404,369482.9514,144.10km,143.60km,144.55km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE160,128.4885699,35.91361026
139,0010VDE09200,334007.3164,370307.1816,145.00km,144.55km,145.45km,10,경부선,1,FTMS 본선 VDS,E,900.00m,101,고속국도,0010CZE160,128.4847369,35.92108529
140,0010VDE09300,333637.6341,371125.9089,145.90km,145.45km,146.45km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE160,128.4807798,35.92851213
141,0010VDE09400,332712.9468,371688.32,147.00km,146.45km,147.45km,10,경부선,1,FTMS 본선 VDS,E,1000.00m,101,고속국도,0010CZE160,128.4706306,35.93370508
142,0010VDE09500,332017.1691,372226.6708,147.90km,147.45km,148.40km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE160,128.4630122,35.93864955
143,0010VDE09600,331498.2352,373078.8302,148.90km,148.40km,149.35km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE160,128.457404,35.94639702
144,0010VDE09700,331309.9804,373956.4265,149.80km,149.35km,150.09km,10,경부선,1,FTMS 본선 VDS,E,740.00m,101,고속국도,0010CZE160,128.4554632,35.95432904
145,0010VDE09800,331123.0343,374937.3738,150.80km,150.09km,151.45km,10,경부선,1,FTMS 본선 VDS,E,1360.00m,101,고속국도,0010CZE170,128.4535536,35.96319198
146,0010VDE09900,329500.5878,376201.7213,152.90km,152.50km,153.27km,10,경부선,1,FTMS 본선 VDS,E,770.00m,101,고속국도,0010CZE170,128.4357795,35.97479966
147,0010VDE10000,330176.3056,375775.384,152.10km,151.45km,152.50km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE170,128.4431992,35.9708687
148,0010VDE10100,328830.1203,377267.246,154.20km,153.27km,154.60km,10,경부선,1,FTMS 본선 VDS,E,1330.00m,101,고속국도,0010CZE180,128.4285211,35.98448827
149,0010VDE10200,328739.5082,378061.0629,155.00km,154.60km,155.55km,10,경부선,1,FTMS 본선 VDS,E,950.00m,101,고속국도,0010CZE180,128.4276455,35.99165217
150,0010VDE10300,328637.4081,379154.1049,156.10km,155.55km,156.60km,10,경부선,1,FTMS 본선 VDS,E,1050.00m,101,고속국도,0010CZE180,128.426691,36.00151344
151,0010VDE10400,328809.8273,380137.2415,157.10km,156.60km,157.70km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE180,128.4287626,36.01034827
152,0010VDE10500,328899.9175,381312.6944,158.30km,157.70km,158.80km,10,경부선,1,FTMS 본선 VDS,E,1100.00m,101,고속국도,0010CZE180,128.4299529,36.02092661
